Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,1.6e-06,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.5,
Label,,
TIME,CH1,CH1 Peak Detect
5.41720e-01,0.04,-3.8147e-08
5.41722e-01,0.04,0.06
5.41723e-01,0.04,-3.8147e-08
5.41725e-01,0.02,0.06
5.41726e-01,0.04,-3.8147e-08
5.41728e-01,0.04,0.06
5.41730e-01,0.04,-0.02
5.41731e-01,0.04,0.06
5.41733e-01,0.04,-3.8147e-08
5.41734e-01,0.02,0.06
5.41736e-01,0.04,-3.8147e-08
5.41738e-01,0.04,0.06
5.41739e-01,0.04,-3.8147e-08
5.41741e-01,0.04,0.06
5.41742e-01,-3.8147e-08,-3.8147e-08
5.41744e-01,0.04,0.08
5.41746e-01,0.04,-0.02
5.41747e-01,0.04,0.06
5.41749e-01,0.02,-3.8147e-08
5.41750e-01,0.04,0.08
5.41752e-01,0.04,-3.8147e-08
5.41754e-01,0.04,0.06
5.41755e-01,0.04,-3.8147e-08
5.41757e-01,0.04,0.06
5.41758e-01,0.02,-3.8147e-08
5.41760e-01,0.04,0.06
5.41762e-01,0.04,-3.8147e-08
5.41763e-01,0.04,0.06
5.41765e-01,0.04,-0.02
5.41766e-01,0.04,0.06
5.41768e-01,0.06,-3.8147e-08
5.41770e-01,0.04,0.06
5.41771e-01,0.04,-0.02
5.41773e-01,0.02,0.06
5.41774e-01,0.04,-3.8147e-08
5.41776e-01,0.04,0.08
5.41778e-01,0.02,-3.8147e-08
5.41779e-01,0.04,0.06
5.41781e-01,0.02,-3.8147e-08
5.41782e-01,0.02,0.06
5.41784e-01,0.04,-3.8147e-08
5.41786e-01,0.04,0.06
5.41787e-01,0.04,-3.8147e-08
5.41789e-01,0.04,0.08
5.41790e-01,0.04,-3.8147e-08
5.41792e-01,0.04,0.08
5.41794e-01,0.02,-3.8147e-08
5.41795e-01,0.02,0.06
5.41797e-01,0.02,-3.8147e-08
5.41798e-01,0.02,0.08
5.41800e-01,0.04,-3.8147e-08
5.41802e-01,0.02,0.06
5.41803e-01,0.04,-3.8147e-08
5.41805e-01,0.02,0.06
5.41806e-01,0.04,-3.8147e-08
5.41808e-01,0.04,0.08
5.41810e-01,0.04,-3.8147e-08
5.41811e-01,0.04,0.06
5.41813e-01,0.02,-3.8147e-08
5.41814e-01,0.04,0.06
5.41816e-01,0.04,-3.8147e-08
5.41818e-01,0.04,0.08
5.41819e-01,0.06,-3.8147e-08
5.41821e-01,0.02,0.06
5.41822e-01,0.04,-3.8147e-08
5.41824e-01,0.02,0.06
5.41826e-01,0.06,-0.02
5.41827e-01,0.04,0.06
5.41829e-01,0.04,-3.8147e-08
5.41830e-01,0.04,0.06
5.41832e-01,0.04,-3.8147e-08
5.41834e-01,0.04,0.06
5.41835e-01,0.02,-3.8147e-08
5.41837e-01,0.04,0.06
5.41838e-01,0.02,-3.8147e-08
5.41840e-01,0.02,0.06
5.41842e-01,0.04,-3.8147e-08
5.41843e-01,0.02,0.06
5.41845e-01,0.04,-3.8147e-08
5.41846e-01,0.02,0.08
5.41848e-01,0.02,-3.8147e-08
5.41850e-01,0.04,0.08
5.41851e-01,0.04,-3.8147e-08
5.41853e-01,0.04,0.08
5.41854e-01,0.04,-3.8147e-08
5.41856e-01,0.02,0.06
5.41858e-01,0.04,-3.8147e-08
5.41859e-01,0.04,0.06
5.41861e-01,0.02,-3.8147e-08
5.41862e-01,0.02,0.06
5.41864e-01,0.04,-3.8147e-08
5.41866e-01,0.04,0.06
5.41867e-01,0.02,-3.8147e-08
5.41869e-01,0.06,0.08
5.41870e-01,0.08,-3.8147e-08
5.41872e-01,0.08,0.08
5.41874e-01,0.06,0.02
5.41875e-01,0.08,0.1
5.41877e-01,0.1,0.04
5.41878e-01,0.08,0.1
5.41880e-01,0.12,0.06
5.41882e-01,0.12,0.12
5.41883e-01,0.14,0.06
5.41885e-01,0.14,0.14
5.41886e-01,0.14,0.08
5.41888e-01,0.16,0.16
5.41890e-01,0.16,0.1
5.41891e-01,0.18,0.18
5.41893e-01,0.18,0.12
5.41894e-01,0.2,0.2
5.41896e-01,0.2,0.14
5.41898e-01,0.18,0.22
5.41899e-01,0.22,0.16
5.41901e-01,0.22,0.24
5.41902e-01,0.24,0.18
5.41904e-01,0.24,0.24
5.41906e-01,0.26,0.2
5.41907e-01,0.26,0.26
5.41909e-01,0.28,0.22
5.41910e-01,0.26,0.28
5.41912e-01,0.26,0.22
5.41914e-01,0.28,0.3
5.41915e-01,0.3,0.24
5.41917e-01,0.3,0.32
5.41918e-01,0.3,0.26
5.41920e-01,0.3,0.32
5.41922e-01,0.32,0.28
5.41923e-01,0.32,0.34
5.41925e-01,0.32,0.28
5.41926e-01,0.32,0.34
5.41928e-01,0.34,0.28
5.41930e-01,0.32,0.36
5.41931e-01,0.34,0.3
5.41933e-01,0.34,0.36
5.41934e-01,0.36,0.3
5.41936e-01,0.36,0.38
5.41938e-01,0.36,0.32
5.41939e-01,0.34,0.38
5.41941e-01,0.34,0.32
5.41942e-01,0.36,0.38
5.41944e-01,0.36,0.32
5.41946e-01,0.36,0.4
5.41947e-01,0.36,0.32
5.41949e-01,0.34,0.38
5.41950e-01,0.34,0.32
5.41952e-01,0.36,0.4
5.41954e-01,0.34,0.32
5.41955e-01,0.32,0.38
5.41957e-01,0.34,0.3
5.41958e-01,0.34,0.38
5.41960e-01,0.34,0.3
5.41962e-01,0.32,0.38
5.41963e-01,0.32,0.3
5.41965e-01,0.32,0.36
5.41966e-01,0.32,0.3
5.41968e-01,0.32,0.36
5.41970e-01,0.32,0.3
5.41971e-01,0.34,0.36
5.41973e-01,0.32,0.28
5.41974e-01,0.32,0.36
5.41976e-01,0.32,0.28
5.41978e-01,0.32,0.36
5.41979e-01,0.3,0.28
5.41981e-01,0.32,0.34
5.41982e-01,0.32,0.28
5.41984e-01,0.28,0.34
5.41986e-01,0.28,0.28
5.41987e-01,0.3,0.34
5.41989e-01,0.3,0.26
5.41990e-01,0.3,0.34
5.41992e-01,0.3,0.26
5.41994e-01,0.28,0.34
5.41995e-01,0.3,0.26
5.41997e-01,0.28,0.34
5.41998e-01,0.3,0.26
5.42000e-01,0.28,0.32
5.42002e-01,0.28,0.24
5.42003e-01,0.26,0.32
5.42005e-01,0.28,0.24
5.42006e-01,0.28,0.3
5.42008e-01,0.26,0.24
5.42010e-01,0.28,0.32
5.42011e-01,0.28,0.24
5.42013e-01,0.26,0.3
5.42014e-01,0.26,0.24
5.42016e-01,0.26,0.3
5.42018e-01,0.28,0.24
5.42019e-01,0.24,0.3
5.42021e-01,0.28,0.24
5.42022e-01,0.26,0.3
5.42024e-01,0.24,0.24
5.42026e-01,0.26,0.28
5.42027e-01,0.26,0.22
5.42029e-01,0.26,0.28
5.42030e-01,0.26,0.22
5.42032e-01,0.24,0.28
5.42034e-01,0.26,0.22
5.42035e-01,0.26,0.28
5.42037e-01,0.26,0.22
5.42038e-01,0.24,0.28
5.42040e-01,0.24,0.22
5.42042e-01,0.24,0.28
5.42043e-01,0.26,0.22
5.42045e-01,0.26,0.3
5.42046e-01,0.24,0.22
5.42048e-01,0.26,0.28
5.42050e-01,0.22,0.22
5.42051e-01,0.26,0.28
5.42053e-01,0.24,0.22
5.42054e-01,0.24,0.28
5.42056e-01,0.22,0.22
5.42058e-01,0.26,0.28
5.42059e-01,0.24,0.2
5.42061e-01,0.24,0.26
5.42062e-01,0.24,0.22
5.42064e-01,0.24,0.28
5.42066e-01,0.24,0.22
5.42067e-01,0.24,0.28
5.42069e-01,0.24,0.22
5.42070e-01,0.26,0.28
5.42072e-01,0.24,0.22
5.42074e-01,0.26,0.28
5.42075e-01,0.24,0.22
5.42077e-01,0.24,0.28
5.42078e-01,0.24,0.22
5.42080e-01,0.24,0.28
5.42082e-01,0.24,0.22
5.42083e-01,0.26,0.28
5.42085e-01,0.24,0.22
5.42086e-01,0.24,0.28
5.42088e-01,0.26,0.22
5.42090e-01,0.26,0.28
5.42091e-01,0.26,0.22
5.42093e-01,0.24,0.28
5.42094e-01,0.26,0.22
5.42096e-01,0.26,0.28
5.42098e-01,0.24,0.22
5.42099e-01,0.24,0.28
5.42101e-01,0.26,0.22
5.42102e-01,0.26,0.28
5.42104e-01,0.26,0.22
5.42106e-01,0.24,0.28
5.42107e-01,0.26,0.22
5.42109e-01,0.26,0.28
5.42110e-01,0.26,0.22
5.42112e-01,0.24,0.28
5.42114e-01,0.24,0.22
5.42115e-01,0.26,0.28
5.42117e-01,0.24,0.22
5.42118e-01,0.24,0.28
5.42120e-01,0.24,0.22
5.42122e-01,0.26,0.28
5.42123e-01,0.24,0.22
5.42125e-01,0.24,0.28
5.42126e-01,0.24,0.22
5.42128e-01,0.26,0.28
5.42130e-01,0.26,0.22
5.42131e-01,0.24,0.28
5.42133e-01,0.26,0.22
5.42134e-01,0.26,0.28
5.42136e-01,0.24,0.22
5.42138e-01,0.24,0.28
5.42139e-01,0.24,0.22
5.42141e-01,0.26,0.28
5.42142e-01,0.24,0.22
5.42144e-01,0.26,0.28
5.42146e-01,0.26,0.22
5.42147e-01,0.26,0.28
5.42149e-01,0.26,0.22
5.42150e-01,0.24,0.28
5.42152e-01,0.24,0.22
5.42154e-01,0.24,0.28
5.42155e-01,0.24,0.22
5.42157e-01,0.24,0.28
5.42158e-01,0.24,0.22
5.42160e-01,0.24,0.28
5.42162e-01,0.24,0.22
5.42163e-01,0.24,0.28
5.42165e-01,0.24,0.22
5.42166e-01,0.24,0.28
5.42168e-01,0.24,0.22
5.42170e-01,0.24,0.28
5.42171e-01,0.26,0.22
5.42173e-01,0.26,0.28
5.42174e-01,0.24,0.22
5.42176e-01,0.24,0.28
5.42178e-01,0.24,0.22
5.42179e-01,0.26,0.28
5.42181e-01,0.24,0.22
5.42182e-01,0.26,0.28
5.42184e-01,0.24,0.22
5.42186e-01,0.24,0.28
5.42187e-01,0.24,0.22
5.42189e-01,0.24,0.28
5.42190e-01,0.24,0.2
5.42192e-01,0.26,0.28
5.42194e-01,0.24,0.2
5.42195e-01,0.24,0.28
5.42197e-01,0.24,0.22
5.42198e-01,0.24,0.28
5.42200e-01,0.26,0.22
5.42202e-01,0.24,0.28
5.42203e-01,0.24,0.22
5.42205e-01,0.24,0.28
5.42206e-01,0.24,0.22
5.42208e-01,0.24,0.28
5.42210e-01,0.24,0.2
5.42211e-01,0.22,0.28
5.42213e-01,0.22,0.22
5.42214e-01,0.24,0.28
5.42216e-01,0.26,0.22
5.42218e-01,0.26,0.28
5.42219e-01,0.24,0.22
5.42221e-01,0.24,0.28
5.42222e-01,0.24,0.2
5.42224e-01,0.24,0.28
5.42226e-01,0.24,0.2
5.42227e-01,0.24,0.28
5.42229e-01,0.24,0.22
5.42230e-01,0.26,0.28
5.42232e-01,0.24,0.22
5.42234e-01,0.24,0.28
5.42235e-01,0.24,0.22
5.42237e-01,0.24,0.28
5.42238e-01,0.24,0.2
5.42240e-01,0.26,0.28
5.42242e-01,0.24,0.2
5.42243e-01,0.24,0.28
5.42245e-01,0.22,0.22
5.42246e-01,0.24,0.26
5.42248e-01,0.24,0.2
5.42250e-01,0.24,0.28
5.42251e-01,0.24,0.22
5.42253e-01,0.22,0.28
5.42254e-01,0.22,0.22
5.42256e-01,0.24,0.28
5.42258e-01,0.24,0.2
5.42259e-01,0.24,0.28
5.42261e-01,0.24,0.2
5.42262e-01,0.22,0.28
5.42264e-01,0.24,0.2
5.42266e-01,0.22,0.26
5.42267e-01,0.24,0.2
5.42269e-01,0.24,0.28
5.42270e-01,0.24,0.22
5.42272e-01,0.22,0.26
5.42274e-01,0.24,0.2
5.42275e-01,0.22,0.28
5.42277e-01,0.22,0.2
5.42278e-01,0.22,0.28
5.42280e-01,0.24,0.2
5.42282e-01,0.22,0.26
5.42283e-01,0.24,0.2
5.42285e-01,0.24,0.26
5.42286e-01,0.22,0.2
5.42288e-01,0.24,0.28
5.42290e-01,0.22,0.2
5.42291e-01,0.24,0.26
5.42293e-01,0.24,0.22
5.42294e-01,0.24,0.26
5.42296e-01,0.26,0.2
5.42298e-01,0.26,0.26
5.42299e-01,0.24,0.22
5.42301e-01,0.24,0.28
5.42302e-01,0.22,0.2
5.42304e-01,0.22,0.28
5.42306e-01,0.24,0.22
5.42307e-01,0.24,0.28
5.42309e-01,0.24,0.2
5.42310e-01,0.24,0.26
5.42312e-01,0.24,0.2
5.42314e-01,0.26,0.26
5.42315e-01,0.24,0.22
5.42317e-01,0.26,0.28
5.42318e-01,0.24,0.22
5.42320e-01,0.22,0.28
5.42322e-01,0.24,0.22
5.42323e-01,0.24,0.28
5.42325e-01,0.24,0.22
5.42326e-01,0.24,0.28
5.42328e-01,0.24,0.22
5.42330e-01,0.24,0.26
5.42331e-01,0.24,0.2
5.42333e-01,0.24,0.26
5.42334e-01,0.26,0.22
5.42336e-01,0.24,0.28
5.42338e-01,0.24,0.22
5.42339e-01,0.24,0.28
5.42341e-01,0.26,0.22
5.42342e-01,0.24,0.28
5.42344e-01,0.24,0.22
5.42346e-01,0.24,0.28
5.42347e-01,0.24,0.22
5.42349e-01,0.24,0.28
5.42350e-01,0.24,0.22
5.42352e-01,0.24,0.28
5.42354e-01,0.24,0.22
5.42355e-01,0.24,0.28
5.42357e-01,0.24,0.2
5.42358e-01,0.28,0.28
5.42360e-01,0.24,0.22
5.42362e-01,0.24,0.28
5.42363e-01,0.24,0.22
5.42365e-01,0.24,0.28
5.42366e-01,0.24,0.22
5.42368e-01,0.24,0.28
5.42370e-01,0.26,0.22
5.42371e-01,0.24,0.28
5.42373e-01,0.24,0.22
5.42374e-01,0.24,0.28
5.42376e-01,0.24,0.2
5.42378e-01,0.24,0.28
5.42379e-01,0.22,0.2
5.42381e-01,0.22,0.28
5.42382e-01,0.24,0.2
5.42384e-01,0.26,0.26
5.42386e-01,0.24,0.2
5.42387e-01,0.26,0.28
5.42389e-01,0.24,0.2
5.42390e-01,0.24,0.28
5.42392e-01,0.24,0.2
5.42394e-01,0.24,0.28
5.42395e-01,0.24,0.2
5.42397e-01,0.24,0.28
5.42398e-01,0.24,0.2
5.42400e-01,0.24,0.28
5.42402e-01,0.26,0.22
5.42403e-01,0.24,0.26
5.42405e-01,0.24,0.2
5.42406e-01,0.24,0.28
5.42408e-01,0.24,0.2
5.42410e-01,0.24,0.28
5.42411e-01,0.24,0.2
5.42413e-01,0.24,0.26
5.42414e-01,0.24,0.2
5.42416e-01,0.26,0.26
5.42418e-01,0.24,0.2
5.42419e-01,0.24,0.26
5.42421e-01,0.22,0.2
5.42422e-01,0.22,0.26
5.42424e-01,0.22,0.2
5.42426e-01,0.22,0.26
5.42427e-01,0.22,0.2
5.42429e-01,0.24,0.26
5.42430e-01,0.24,0.2
5.42432e-01,0.22,0.26
5.42434e-01,0.24,0.2
5.42435e-01,0.24,0.26
5.42437e-01,0.22,0.2
5.42438e-01,0.24,0.28
5.42440e-01,0.24,0.2
5.42442e-01,0.24,0.26
5.42443e-01,0.22,0.2
5.42445e-01,0.22,0.26
5.42446e-01,0.22,0.2
5.42448e-01,0.22,0.26
5.42450e-01,0.24,0.2
5.42451e-01,0.24,0.26
5.42453e-01,0.26,0.2
5.42454e-01,0.24,0.26
5.42456e-01,0.22,0.2
5.42458e-01,0.24,0.26
5.42459e-01,0.22,0.2
5.42461e-01,0.22,0.26
5.42462e-01,0.24,0.2
5.42464e-01,0.24,0.26
5.42466e-01,0.24,0.2
5.42467e-01,0.24,0.26
5.42469e-01,0.24,0.2
5.42470e-01,0.22,0.26
5.42472e-01,0.24,0.2
5.42474e-01,0.22,0.28
5.42475e-01,0.22,0.2
5.42477e-01,0.24,0.28
5.42478e-01,0.22,0.2
5.42480e-01,0.24,0.26
5.42482e-01,0.22,0.2
5.42483e-01,0.22,0.26
5.42485e-01,0.22,0.2
5.42486e-01,0.24,0.26
5.42488e-01,0.22,0.2
5.42490e-01,0.24,0.26
5.42491e-01,0.22,0.2
5.42493e-01,0.24,0.26
5.42494e-01,0.24,0.2
5.42496e-01,0.22,0.26
5.42498e-01,0.24,0.2
5.42499e-01,0.22,0.26
5.42501e-01,0.22,0.2
5.42502e-01,0.24,0.26
5.42504e-01,0.22,0.2
5.42506e-01,0.22,0.26
5.42507e-01,0.22,0.2
5.42509e-01,0.24,0.26
5.42510e-01,0.24,0.2
5.42512e-01,0.22,0.26
5.42514e-01,0.22,0.2
5.42515e-01,0.24,0.26
5.42517e-01,0.22,0.2
5.42518e-01,0.22,0.26
5.42520e-01,0.22,0.2
5.42522e-01,0.22,0.26
5.42523e-01,0.22,0.18
5.42525e-01,0.22,0.24
5.42526e-01,0.22,0.18
5.42528e-01,0.22,0.26
5.42530e-01,0.22,0.18
5.42531e-01,0.22,0.26
5.42533e-01,0.22,0.2
5.42534e-01,0.22,0.26
5.42536e-01,0.22,0.18
5.42538e-01,0.22,0.24
5.42539e-01,0.22,0.18
5.42541e-01,0.22,0.24
5.42542e-01,0.22,0.18
5.42544e-01,0.22,0.26
5.42546e-01,0.24,0.18
5.42547e-01,0.2,0.24
5.42549e-01,0.22,0.18
5.42550e-01,0.22,0.24
5.42552e-01,0.22,0.18
5.42554e-01,0.2,0.24
5.42555e-01,0.22,0.18
5.42557e-01,0.2,0.24
5.42558e-01,0.18,0.18
5.42560e-01,0.2,0.24
5.42562e-01,0.2,0.18
5.42563e-01,0.2,0.24
5.42565e-01,0.18,0.18
5.42566e-01,0.22,0.24
5.42568e-01,0.2,0.18
5.42570e-01,0.2,0.24
5.42571e-01,0.18,0.18
5.42573e-01,0.2,0.24
5.42574e-01,0.2,0.18
5.42576e-01,0.22,0.24
5.42578e-01,0.2,0.16
5.42579e-01,0.2,0.22
5.42581e-01,0.18,0.16
5.42582e-01,0.18,0.22
5.42584e-01,0.18,0.16
5.42586e-01,0.18,0.22
5.42587e-01,0.18,0.16
5.42589e-01,0.2,0.22
5.42590e-01,0.2,0.16
5.42592e-01,0.18,0.22
5.42594e-01,0.18,0.16
5.42595e-01,0.18,0.22
5.42597e-01,0.18,0.16
5.42598e-01,0.18,0.22
5.42600e-01,0.18,0.16
5.42602e-01,0.18,0.22
5.42603e-01,0.2,0.14
5.42605e-01,0.2,0.22
5.42606e-01,0.2,0.16
5.42608e-01,0.18,0.22
5.42610e-01,0.18,0.14
5.42611e-01,0.18,0.22
5.42613e-01,0.18,0.14
5.42614e-01,0.18,0.22
5.42616e-01,0.18,0.14
5.42618e-01,0.16,0.2
5.42619e-01,0.18,0.14
5.42621e-01,0.18,0.22
5.42622e-01,0.16,0.14
5.42624e-01,0.18,0.22
5.42626e-01,0.18,0.14
5.42627e-01,0.18,0.2
5.42629e-01,0.16,0.14
5.42630e-01,0.16,0.2
5.42632e-01,0.18,0.12
5.42634e-01,0.18,0.2
5.42635e-01,0.18,0.14
5.42637e-01,0.18,0.2
5.42638e-01,0.16,0.14
5.42640e-01,0.16,0.2
5.42642e-01,0.18,0.14
5.42643e-01,0.18,0.2
5.42645e-01,0.16,0.14
5.42646e-01,0.16,0.2
5.42648e-01,0.16,0.14
5.42650e-01,0.16,0.2
5.42651e-01,0.18,0.14
5.42653e-01,0.16,0.2
5.42654e-01,0.16,0.14
5.42656e-01,0.16,0.2
5.42658e-01,0.16,0.14
5.42659e-01,0.18,0.2
5.42661e-01,0.16,0.14
5.42662e-01,0.16,0.2
5.42664e-01,0.16,0.12
5.42666e-01,0.16,0.18
5.42667e-01,0.16,0.14
5.42669e-01,0.16,0.18
5.42670e-01,0.16,0.12
5.42672e-01,0.14,0.2
5.42674e-01,0.18,0.12
5.42675e-01,0.18,0.18
5.42677e-01,0.16,0.12
5.42678e-01,0.16,0.18
5.42680e-01,0.16,0.12
5.42682e-01,0.18,0.2
5.42683e-01,0.14,0.12
5.42685e-01,0.16,0.18
5.42686e-01,0.14,0.12
5.42688e-01,0.14,0.18
5.42690e-01,0.14,0.12
5.42691e-01,0.16,0.18
5.42693e-01,0.16,0.12
5.42694e-01,0.14,0.18
5.42696e-01,0.14,0.12
5.42698e-01,0.14,0.18
5.42699e-01,0.14,0.12
5.42701e-01,0.16,0.18
5.42702e-01,0.14,0.12
5.42704e-01,0.14,0.18
5.42706e-01,0.14,0.1
5.42707e-01,0.14,0.18
5.42709e-01,0.16,0.12
5.42710e-01,0.16,0.18
5.42712e-01,0.14,0.12
5.42714e-01,0.16,0.18
5.42715e-01,0.14,0.12
5.42717e-01,0.14,0.18
5.42718e-01,0.14,0.12
5.42720e-01,0.14,0.18
5.42722e-01,0.14,0.1
5.42723e-01,0.16,0.18
5.42725e-01,0.14,0.12
5.42726e-01,0.14,0.18
5.42728e-01,0.16,0.12
5.42730e-01,0.14,0.18
5.42731e-01,0.14,0.12
5.42733e-01,0.14,0.18
5.42734e-01,0.14,0.12
5.42736e-01,0.14,0.18
5.42738e-01,0.14,0.12
5.42739e-01,0.16,0.18
5.42741e-01,0.14,0.12
5.42742e-01,0.14,0.18
5.42744e-01,0.14,0.12
5.42746e-01,0.16,0.18
5.42747e-01,0.14,0.12
5.42749e-01,0.14,0.18
5.42750e-01,0.14,0.1
5.42752e-01,0.14,0.18
5.42754e-01,0.14,0.1
5.42755e-01,0.14,0.18
5.42757e-01,0.16,0.1
5.42758e-01,0.14,0.18
5.42760e-01,0.14,0.12
5.42762e-01,0.14,0.18
5.42763e-01,0.14,0.1
5.42765e-01,0.16,0.18
5.42766e-01,0.14,0.12
5.42768e-01,0.16,0.18
5.42770e-01,0.16,0.12
5.42771e-01,0.12,0.18
5.42773e-01,0.14,0.1
5.42774e-01,0.16,0.18
5.42776e-01,0.16,0.12
5.42778e-01,0.14,0.18
5.42779e-01,0.14,0.12
5.42781e-01,0.14,0.18
5.42782e-01,0.14,0.12
5.42784e-01,0.16,0.18
5.42786e-01,0.14,0.12
5.42787e-01,0.14,0.18
5.42789e-01,0.16,0.1
5.42790e-01,0.16,0.18
5.42792e-01,0.14,0.12
5.42794e-01,0.14,0.18
5.42795e-01,0.14,0.12
5.42797e-01,0.14,0.18
5.42798e-01,0.16,0.1
5.42800e-01,0.16,0.18
5.42802e-01,0.12,0.1
5.42803e-01,0.14,0.18
5.42805e-01,0.16,0.1
5.42806e-01,0.14,0.18
5.42808e-01,0.16,0.1
5.42810e-01,0.16,0.18
5.42811e-01,0.14,0.12
5.42813e-01,0.14,0.18
5.42814e-01,0.14,0.1
5.42816e-01,0.12,0.18
5.42818e-01,0.14,0.12
5.42819e-01,0.12,0.18
5.42821e-01,0.14,0.1
5.42822e-01,0.14,0.18
5.42824e-01,0.16,0.1
5.42826e-01,0.14,0.18
5.42827e-01,0.12,0.1
5.42829e-01,0.14,0.18
5.42830e-01,0.12,0.1
5.42832e-01,0.14,0.18
5.42834e-01,0.14,0.12
5.42835e-01,0.14,0.18
5.42837e-01,0.14,0.12
5.42838e-01,0.14,0.18
5.42840e-01,0.14,0.12
5.42842e-01,0.14,0.18
5.42843e-01,0.14,0.12
5.42845e-01,0.16,0.18
5.42846e-01,0.14,0.1
5.42848e-01,0.14,0.18
5.42850e-01,0.16,0.1
5.42851e-01,0.12,0.18
5.42853e-01,0.16,0.12
5.42854e-01,0.16,0.18
5.42856e-01,0.14,0.12
5.42858e-01,0.16,0.18
5.42859e-01,0.14,0.12
5.42861e-01,0.14,0.18
5.42862e-01,0.14,0.12
5.42864e-01,0.14,0.18
5.42866e-01,0.14,0.12
5.42867e-01,0.14,0.18
5.42869e-01,0.14,0.12
5.42870e-01,0.14,0.18
5.42872e-01,0.14,0.12
5.42874e-01,0.16,0.18
5.42875e-01,0.14,0.12
5.42877e-01,0.16,0.18
5.42878e-01,0.14,0.12
5.42880e-01,0.14,0.18
5.42882e-01,0.14,0.12
5.42883e-01,0.14,0.18
5.42885e-01,0.14,0.1
5.42886e-01,0.12,0.18
5.42888e-01,0.12,0.1
5.42890e-01,0.14,0.18
5.42891e-01,0.16,0.12
5.42893e-01,0.14,0.18
5.42894e-01,0.14,0.12
5.42896e-01,0.12,0.18
5.42898e-01,0.16,0.1
5.42899e-01,0.14,0.18
5.42901e-01,0.12,0.1
5.42902e-01,0.12,0.18
5.42904e-01,0.12,0.1
5.42906e-01,0.12,0.18
5.42907e-01,0.14,0.1
5.42909e-01,0.14,0.18
5.42910e-01,0.14,0.1
5.42912e-01,0.12,0.16
5.42914e-01,0.12,0.1
5.42915e-01,0.14,0.18
5.42917e-01,0.12,0.1
5.42918e-01,0.12,0.16
5.42920e-01,0.12,0.1
5.42922e-01,0.14,0.16
5.42923e-01,0.12,0.08
5.42925e-01,0.14,0.16
5.42926e-01,0.14,0.1
5.42928e-01,0.12,0.16
5.42930e-01,0.12,0.1
5.42931e-01,0.14,0.16
5.42933e-01,0.12,0.08
5.42934e-01,0.1,0.16
5.42936e-01,0.1,0.1
5.42938e-01,0.12,0.16
5.42939e-01,0.12,0.08
5.42941e-01,0.12,0.16
5.42942e-01,0.12,0.08
5.42944e-01,0.12,0.14
5.42946e-01,0.12,0.08
5.42947e-01,0.1,0.14
5.42949e-01,0.1,0.08
5.42950e-01,0.12,0.14
5.42952e-01,0.14,0.08
5.42954e-01,0.12,0.14
5.42955e-01,0.1,0.08
5.42957e-01,0.12,0.14
5.42958e-01,0.1,0.08
5.42960e-01,0.1,0.14
5.42962e-01,0.12,0.08
5.42963e-01,0.1,0.14
5.42965e-01,0.1,0.08
5.42966e-01,0.1,0.14
5.42968e-01,0.1,0.06
5.42970e-01,0.12,0.14
5.42971e-01,0.1,0.06
5.42973e-01,0.1,0.14
5.42974e-01,0.1,0.06
5.42976e-01,0.1,0.14
5.42978e-01,0.1,0.06
5.42979e-01,0.08,0.12
5.42981e-01,0.1,0.06
5.42982e-01,0.1,0.12
5.42984e-01,0.1,0.06
5.42986e-01,0.1,0.12
5.42987e-01,0.08,0.06
5.42989e-01,0.08,0.12
5.42990e-01,0.08,0.06
5.42992e-01,0.08,0.14
5.42994e-01,0.1,0.06
5.42995e-01,0.1,0.12
5.42997e-01,0.1,0.06
5.42998e-01,0.08,0.12
5.43000e-01,0.08,0.04
5.43002e-01,0.1,0.12
5.43003e-01,0.08,0.06
5.43005e-01,0.08,0.12
5.43006e-01,0.08,0.06
5.43008e-01,0.08,0.12
5.43010e-01,0.08,0.06
5.43011e-01,0.08,0.12
5.43013e-01,0.08,0.06
5.43014e-01,0.1,0.12
5.43016e-01,0.08,0.06
5.43018e-01,0.1,0.12
5.43019e-01,0.1,0.04
5.43021e-01,0.1,0.12
5.43022e-01,0.06,0.04
5.43024e-01,0.08,0.1
5.43026e-01,0.08,0.04
5.43027e-01,0.06,0.12
5.43029e-01,0.06,0.04
5.43030e-01,0.08,0.12
5.43032e-01,0.08,0.04
5.43034e-01,0.06,0.12
5.43035e-01,0.08,0.04
5.43037e-01,0.08,0.1
5.43038e-01,0.08,0.04
5.43040e-01,0.06,0.1
5.43042e-01,0.08,0.04
5.43043e-01,0.08,0.1
5.43045e-01,0.08,0.04
5.43046e-01,0.06,0.1
5.43048e-01,0.08,0.04
5.43050e-01,0.08,0.1
5.43051e-01,0.08,0.04
5.43053e-01,0.08,0.1
5.43054e-01,0.08,0.04
5.43056e-01,0.08,0.1
5.43058e-01,0.06,0.04
5.43059e-01,0.08,0.1
5.43061e-01,0.06,0.04
5.43062e-01,0.08,0.1
5.43064e-01,0.08,0.04
5.43066e-01,0.06,0.1
5.43067e-01,0.08,0.04
5.43069e-01,0.06,0.1
5.43070e-01,0.06,0.02
5.43072e-01,0.08,0.1
5.43074e-01,0.04,0.02
5.43075e-01,0.06,0.1
5.43077e-01,0.06,0.02
