Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.5,
Label,,
TIME,CH1,CH1 Peak Detect
6.323626e-01,0.04,0.06
6.323627e-01,0.04,-3.8147e-08
6.323629e-01,0.04,0.06
6.323630e-01,0.04,-3.8147e-08
6.323632e-01,0.06,0.06
6.323634e-01,0.04,-3.8147e-08
6.323635e-01,0.04,0.06
6.323637e-01,0.02,-0.02
6.323638e-01,0.04,0.06
6.323640e-01,0.04,-3.8147e-08
6.323642e-01,0.04,0.08
6.323643e-01,0.04,-3.8147e-08
6.323645e-01,0.02,0.06
6.323646e-01,0.04,-3.8147e-08
6.323648e-01,0.02,0.06
6.323650e-01,0.02,-3.8147e-08
6.323651e-01,0.04,0.06
6.323653e-01,0.02,-3.8147e-08
6.323654e-01,0.04,0.06
6.323656e-01,0.02,-3.8147e-08
6.323658e-01,0.04,0.06
6.323659e-01,0.02,-3.8147e-08
6.323661e-01,0.04,0.06
6.323662e-01,0.02,-3.8147e-08
6.323664e-01,0.02,0.06
6.323666e-01,0.04,-3.8147e-08
6.323667e-01,0.04,0.06
6.323669e-01,0.04,-3.8147e-08
6.323670e-01,0.02,0.06
6.323672e-01,0.04,-3.8147e-08
6.323674e-01,0.04,0.06
6.323675e-01,0.04,-3.8147e-08
6.323677e-01,0.04,0.06
6.323678e-01,0.04,-3.8147e-08
6.323680e-01,0.02,0.06
6.323682e-01,0.04,-3.8147e-08
6.323683e-01,0.02,0.06
6.323685e-01,0.04,-3.8147e-08
6.323686e-01,0.02,0.06
6.323688e-01,0.04,-3.8147e-08
6.323690e-01,0.02,0.06
6.323691e-01,0.06,-3.8147e-08
6.323693e-01,0.02,0.06
6.323694e-01,0.02,-3.8147e-08
6.323696e-01,0.06,0.06
6.323698e-01,0.04,-3.8147e-08
6.323699e-01,0.02,0.06
6.323701e-01,0.02,-3.8147e-08
6.323702e-01,0.04,0.06
6.323704e-01,0.02,-3.8147e-08
6.323706e-01,0.04,0.06
6.323707e-01,0.02,-3.8147e-08
6.323709e-01,0.04,0.06
6.323710e-01,0.04,-3.8147e-08
6.323712e-01,0.04,0.06
6.323714e-01,0.04,-3.8147e-08
6.323715e-01,0.02,0.06
6.323717e-01,0.04,-3.8147e-08
6.323718e-01,0.04,0.06
6.323720e-01,-3.8147e-08,-3.8147e-08
6.323722e-01,0.04,0.06
6.323723e-01,0.04,-3.8147e-08
6.323725e-01,0.02,0.06
6.323726e-01,0.02,-3.8147e-08
6.323728e-01,0.04,0.06
6.323730e-01,0.02,-3.8147e-08
6.323731e-01,0.04,0.06
6.323733e-01,0.02,-3.8147e-08
6.323734e-01,0.04,0.06
6.323736e-01,0.04,-3.8147e-08
6.323738e-01,0.04,0.06
6.323739e-01,0.02,-3.8147e-08
6.323741e-01,0.04,0.06
6.323742e-01,0.02,-3.8147e-08
6.323744e-01,0.06,0.06
6.323746e-01,0.04,-3.8147e-08
6.323747e-01,0.04,0.06
6.323749e-01,0.04,-3.8147e-08
6.323750e-01,0.04,0.06
6.323752e-01,0.04,-3.8147e-08
6.323754e-01,0.04,0.06
6.323755e-01,0.06,-3.8147e-08
6.323757e-01,0.04,0.06
6.323758e-01,0.04,-3.8147e-08
6.323760e-01,0.04,0.06
6.323762e-01,0.04,0.02
6.323763e-01,0.04,0.06
6.323765e-01,0.02,0.02
6.323766e-01,0.04,0.06
6.323768e-01,0.04,0.02
6.323770e-01,0.02,0.06
6.323771e-01,0.04,-3.8147e-08
6.323773e-01,0.04,0.06
6.323774e-01,0.04,-3.8147e-08
6.323776e-01,0.04,0.06
6.323778e-01,0.04,-3.8147e-08
6.323779e-01,0.04,0.06
6.323781e-01,0.04,-3.8147e-08
6.323782e-01,0.04,0.06
6.323784e-01,0.04,-3.8147e-08
6.323786e-01,0.02,0.06
6.323787e-01,0.04,-3.8147e-08
6.323789e-01,0.04,0.06
6.323790e-01,0.04,-3.8147e-08
6.323792e-01,0.04,0.06
6.323794e-01,0.04,-3.8147e-08
6.323795e-01,0.06,0.06
6.323797e-01,0.04,0.02
6.323798e-01,0.04,0.06
6.323800e-01,0.06,-3.8147e-08
6.323802e-01,0.04,0.06
6.323803e-01,0.02,-3.8147e-08
6.323805e-01,0.04,0.06
6.323806e-01,0.02,-3.8147e-08
6.323808e-01,0.04,0.06
6.323810e-01,0.04,-0.02
6.323811e-01,0.04,0.06
6.323813e-01,0.04,-3.8147e-08
6.323814e-01,0.04,0.06
6.323816e-01,0.04,-3.8147e-08
6.323818e-01,0.02,0.06
6.323819e-01,0.04,0.02
6.323821e-01,0.04,0.06
6.323822e-01,0.02,0.02
6.323824e-01,0.02,0.06
6.323826e-01,0.02,-3.8147e-08
6.323827e-01,0.04,0.06
6.323829e-01,0.04,-3.8147e-08
6.323830e-01,0.04,0.06
6.323832e-01,0.04,-3.8147e-08
6.323834e-01,0.02,0.06
6.323835e-01,0.04,-3.8147e-08
6.323837e-01,0.02,0.06
6.323838e-01,0.04,-3.8147e-08
6.323840e-01,0.06,0.06
6.323842e-01,0.04,-3.8147e-08
6.323843e-01,0.06,0.06
6.323845e-01,0.04,-3.8147e-08
6.323846e-01,0.02,0.06
6.323848e-01,0.04,-3.8147e-08
6.323850e-01,0.04,0.06
6.323851e-01,0.02,-3.8147e-08
6.323853e-01,0.02,0.06
6.323854e-01,0.04,-3.8147e-08
6.323856e-01,0.04,0.06
6.323858e-01,0.04,-3.8147e-08
6.323859e-01,0.02,0.06
6.323861e-01,0.04,-3.8147e-08
6.323862e-01,0.04,0.06
6.323864e-01,0.06,-3.8147e-08
6.323866e-01,0.04,0.06
6.323867e-01,0.02,-3.8147e-08
6.323869e-01,0.02,0.06
6.323870e-01,0.04,-3.8147e-08
6.323872e-01,0.04,0.06
6.323874e-01,0.02,-3.8147e-08
6.323875e-01,0.04,0.06
6.323877e-01,0.04,-3.8147e-08
6.323878e-01,0.04,0.06
6.323880e-01,0.04,-3.8147e-08
6.323882e-01,0.04,0.06
6.323883e-01,0.02,-3.8147e-08
6.323885e-01,0.04,0.06
6.323886e-01,0.04,-3.8147e-08
6.323888e-01,0.04,0.06
6.323890e-01,0.04,-3.8147e-08
6.323891e-01,0.02,0.06
6.323893e-01,0.02,-3.8147e-08
6.323894e-01,0.04,0.06
6.323896e-01,0.04,-3.8147e-08
6.323898e-01,0.06,0.06
6.323899e-01,0.02,-3.8147e-08
6.323901e-01,0.04,0.08
6.323902e-01,0.06,-3.8147e-08
6.323904e-01,0.04,0.06
6.323906e-01,0.04,-3.8147e-08
6.323907e-01,0.02,0.06
6.323909e-01,0.02,-3.8147e-08
6.323910e-01,0.04,0.06
6.323912e-01,0.04,-3.8147e-08
6.323914e-01,0.02,0.06
6.323915e-01,0.04,-3.8147e-08
6.323917e-01,0.02,0.06
6.323918e-01,0.04,-3.8147e-08
6.323920e-01,0.04,0.06
6.323922e-01,0.04,-3.8147e-08
6.323923e-01,0.04,0.06
6.323925e-01,0.04,-3.8147e-08
6.323926e-01,0.04,0.06
6.323928e-01,0.04,-3.8147e-08
6.323930e-01,0.04,0.06
6.323931e-01,0.04,-3.8147e-08
6.323933e-01,0.02,0.06
6.323934e-01,0.04,-3.8147e-08
6.323936e-01,0.02,0.06
6.323938e-01,0.04,-3.8147e-08
6.323939e-01,0.04,0.06
6.323941e-01,0.04,-3.8147e-08
6.323942e-01,0.04,0.06
6.323944e-01,0.04,-3.8147e-08
6.323946e-01,0.02,0.06
6.323947e-01,0.02,-3.8147e-08
6.323949e-01,0.02,0.06
6.323950e-01,0.04,-3.8147e-08
6.323952e-01,0.02,0.06
6.323954e-01,0.06,-3.8147e-08
6.323955e-01,0.04,0.06
6.323957e-01,0.02,-3.8147e-08
6.323958e-01,0.04,0.06
6.323960e-01,0.04,-3.8147e-08
6.323962e-01,0.02,0.06
6.323963e-01,0.04,-3.8147e-08
6.323965e-01,0.04,0.06
6.323966e-01,0.04,-3.8147e-08
6.323968e-01,0.04,0.06
6.323970e-01,0.02,-3.8147e-08
6.323971e-01,0.04,0.06
6.323973e-01,0.04,-3.8147e-08
6.323974e-01,0.04,0.06
6.323976e-01,0.02,0.02
6.323978e-01,0.04,0.06
6.323979e-01,0.04,-3.8147e-08
6.323981e-01,0.02,0.06
6.323982e-01,0.04,-0.02
6.323984e-01,0.02,0.06
6.323986e-01,0.04,-3.8147e-08
6.323987e-01,0.02,0.06
6.323989e-01,0.04,-3.8147e-08
6.323990e-01,0.04,0.06
6.323992e-01,0.02,-3.8147e-08
6.323994e-01,0.04,0.06
6.323995e-01,0.04,-3.8147e-08
6.323997e-01,0.04,0.06
6.323998e-01,0.02,-3.8147e-08
6.324000e-01,0.04,0.06
6.324002e-01,0.06,-3.8147e-08
6.324003e-01,0.02,0.06
6.324005e-01,0.02,-3.8147e-08
6.324006e-01,0.04,0.06
6.324008e-01,0.04,-3.8147e-08
6.324010e-01,0.04,0.06
6.324011e-01,0.04,-3.8147e-08
6.324013e-01,0.04,0.06
6.324014e-01,0.02,-3.8147e-08
6.324016e-01,0.02,0.06
6.324018e-01,0.04,-3.8147e-08
6.324019e-01,0.04,0.06
6.324021e-01,0.04,-3.8147e-08
6.324022e-01,0.04,0.06
6.324024e-01,0.04,-3.8147e-08
6.324026e-01,0.04,0.06
6.324027e-01,0.04,-3.8147e-08
6.324029e-01,0.02,0.06
6.324030e-01,0.04,-3.8147e-08
6.324032e-01,0.04,0.06
6.324034e-01,0.02,-3.8147e-08
6.324035e-01,0.04,0.06
6.324037e-01,0.04,0.02
6.324038e-01,0.06,0.06
6.324040e-01,0.02,-3.8147e-08
6.324042e-01,0.02,0.06
6.324043e-01,0.04,-3.8147e-08
6.324045e-01,0.04,0.06
6.324046e-01,0.04,0.02
6.324048e-01,0.04,0.06
6.324050e-01,0.04,0.02
6.324051e-01,0.02,0.06
6.324053e-01,0.04,-3.8147e-08
6.324054e-01,0.02,0.06
6.324056e-01,0.04,-3.8147e-08
6.324058e-01,0.02,0.06
6.324059e-01,0.04,-3.8147e-08
6.324061e-01,0.04,0.06
6.324062e-01,0.02,-3.8147e-08
6.324064e-01,0.04,0.06
6.324066e-01,0.02,-3.8147e-08
6.324067e-01,0.04,0.06
6.324069e-01,0.04,-3.8147e-08
6.324070e-01,0.02,0.06
6.324072e-01,0.02,-3.8147e-08
6.324074e-01,0.04,0.06
6.324075e-01,0.04,-3.8147e-08
6.324077e-01,0.04,0.06
6.324078e-01,0.04,-3.8147e-08
6.324080e-01,0.04,0.06
6.324082e-01,0.04,-3.8147e-08
6.324083e-01,0.02,0.06
6.324085e-01,0.04,-3.8147e-08
6.324086e-01,0.04,0.06
6.324088e-01,0.04,-3.8147e-08
6.324090e-01,0.04,0.06
6.324091e-01,0.04,-3.8147e-08
6.324093e-01,0.02,0.06
6.324094e-01,0.04,-3.8147e-08
6.324096e-01,0.04,0.06
6.324098e-01,0.04,-3.8147e-08
6.324099e-01,0.02,0.06
6.324101e-01,0.04,-3.8147e-08
6.324102e-01,0.04,0.06
6.324104e-01,0.04,-3.8147e-08
6.324106e-01,0.04,0.06
6.324107e-01,0.04,-3.8147e-08
6.324109e-01,0.04,0.08
6.324110e-01,0.04,-3.8147e-08
6.324112e-01,0.04,0.06
6.324114e-01,0.04,-3.8147e-08
6.324115e-01,0.04,0.06
6.324117e-01,0.04,-3.8147e-08
6.324118e-01,0.04,0.06
6.324120e-01,0.04,-3.8147e-08
6.324122e-01,0.04,0.06
6.324123e-01,0.02,-3.8147e-08
6.324125e-01,0.04,0.06
6.324126e-01,0.04,-3.8147e-08
6.324128e-01,0.02,0.06
6.324130e-01,0.02,-3.8147e-08
6.324131e-01,0.06,0.06
6.324133e-01,0.02,-3.8147e-08
6.324134e-01,0.04,0.06
6.324136e-01,0.04,-3.8147e-08
6.324138e-01,0.04,0.06
6.324139e-01,0.04,-3.8147e-08
6.324141e-01,0.06,0.06
6.324142e-01,0.04,-3.8147e-08
6.324144e-01,0.04,0.06
6.324146e-01,0.02,-3.8147e-08
6.324147e-01,0.04,0.06
6.324149e-01,0.04,-3.8147e-08
6.324150e-01,0.04,0.06
6.324152e-01,0.04,0.02
6.324154e-01,0.04,0.06
6.324155e-01,0.04,-3.8147e-08
6.324157e-01,0.04,0.06
6.324158e-01,0.02,-3.8147e-08
6.324160e-01,0.04,0.06
6.324162e-01,0.02,-3.8147e-08
6.324163e-01,0.04,0.06
6.324165e-01,0.04,-3.8147e-08
6.324166e-01,0.04,0.06
6.324168e-01,0.04,-3.8147e-08
6.324170e-01,0.04,0.06
6.324171e-01,0.04,-3.8147e-08
6.324173e-01,0.04,0.06
6.324174e-01,0.04,-3.8147e-08
6.324176e-01,0.02,0.06
6.324178e-01,0.02,-3.8147e-08
6.324179e-01,0.02,0.06
6.324181e-01,0.04,-3.8147e-08
6.324182e-01,0.02,0.06
6.324184e-01,0.06,-3.8147e-08
6.324186e-01,0.04,0.06
6.324187e-01,0.04,-3.8147e-08
6.324189e-01,0.04,0.08
6.324190e-01,0.04,-3.8147e-08
6.324192e-01,0.04,0.06
6.324194e-01,0.02,-3.8147e-08
6.324195e-01,0.04,0.06
6.324197e-01,0.04,-3.8147e-08
6.324198e-01,0.02,0.06
6.324200e-01,0.02,-3.8147e-08
6.324202e-01,0.04,0.06
6.324203e-01,0.02,-3.8147e-08
6.324205e-01,0.06,0.06
6.324206e-01,0.04,-3.8147e-08
6.324208e-01,0.04,0.06
6.324210e-01,0.04,-3.8147e-08
6.324211e-01,0.02,0.06
6.324213e-01,0.02,-3.8147e-08
6.324214e-01,0.02,0.06
6.324216e-01,0.04,-3.8147e-08
6.324218e-01,0.02,0.06
6.324219e-01,0.02,-3.8147e-08
6.324221e-01,0.04,0.06
6.324222e-01,0.06,-3.8147e-08
6.324224e-01,0.04,0.06
6.324226e-01,0.04,-3.8147e-08
6.324227e-01,0.02,0.06
6.324229e-01,0.04,-3.8147e-08
6.324230e-01,0.02,0.06
6.324232e-01,0.02,-3.8147e-08
6.324234e-01,0.04,0.06
6.324235e-01,0.02,-3.8147e-08
6.324237e-01,0.04,0.06
6.324238e-01,0.04,-3.8147e-08
6.324240e-01,0.06,0.06
6.324242e-01,0.04,-3.8147e-08
6.324243e-01,0.04,0.06
6.324245e-01,0.04,-3.8147e-08
6.324246e-01,0.04,0.06
6.324248e-01,0.04,-3.8147e-08
6.324250e-01,0.04,0.06
6.324251e-01,0.02,-3.8147e-08
6.324253e-01,0.06,0.06
6.324254e-01,0.02,0.02
6.324256e-01,0.02,0.06
6.324258e-01,0.04,-3.8147e-08
6.324259e-01,0.04,0.06
6.324261e-01,0.04,-3.8147e-08
6.324262e-01,0.04,0.06
6.324264e-01,0.04,-3.8147e-08
6.324266e-01,0.04,0.06
6.324267e-01,0.04,-3.8147e-08
6.324269e-01,0.04,0.06
6.324270e-01,0.04,-3.8147e-08
6.324272e-01,0.06,0.06
6.324274e-01,0.04,0.02
6.324275e-01,0.04,0.08
6.324277e-01,0.04,-3.8147e-08
6.324278e-01,0.04,0.06
6.324280e-01,0.06,0.02
6.324282e-01,0.04,0.08
6.324283e-01,0.06,0.02
6.324285e-01,0.02,0.06
6.324286e-01,0.04,-3.8147e-08
6.324288e-01,0.04,0.08
6.324290e-01,0.02,-3.8147e-08
6.324291e-01,0.02,0.06
6.324293e-01,0.04,-3.8147e-08
6.324294e-01,0.04,0.06
6.324296e-01,0.04,-3.8147e-08
6.324298e-01,0.02,0.06
6.324299e-01,0.02,-3.8147e-08
6.324301e-01,0.04,0.06
6.324302e-01,0.04,-3.8147e-08
6.324304e-01,0.04,0.06
6.324306e-01,0.04,-3.8147e-08
6.324307e-01,0.02,0.06
6.324309e-01,0.04,-3.8147e-08
6.324310e-01,0.02,0.06
6.324312e-01,0.06,-3.8147e-08
6.324314e-01,0.04,0.06
6.324315e-01,0.02,-3.8147e-08
6.324317e-01,0.04,0.06
6.324318e-01,0.02,-3.8147e-08
6.324320e-01,0.04,0.06
6.324322e-01,0.02,-3.8147e-08
6.324323e-01,0.04,0.06
6.324325e-01,0.04,-3.8147e-08
6.324326e-01,0.04,0.06
6.324328e-01,0.02,0.02
6.324330e-01,0.04,0.06
6.324331e-01,0.04,-3.8147e-08
6.324333e-01,0.02,0.06
6.324334e-01,0.04,-3.8147e-08
6.324336e-01,0.04,0.06
6.324338e-01,0.02,0.02
6.324339e-01,0.04,0.06
6.324341e-01,0.04,-3.8147e-08
6.324342e-01,0.04,0.06
6.324344e-01,0.04,-3.8147e-08
6.324346e-01,0.04,0.06
6.324347e-01,0.02,-3.8147e-08
6.324349e-01,0.02,0.06
6.324350e-01,0.04,-3.8147e-08
6.324352e-01,0.04,0.06
6.324354e-01,0.04,-3.8147e-08
6.324355e-01,0.06,0.06
6.324357e-01,0.04,-3.8147e-08
6.324358e-01,0.04,0.06
6.324360e-01,0.04,-3.8147e-08
6.324362e-01,0.04,0.06
6.324363e-01,0.04,0.02
6.324365e-01,0.04,0.06
6.324366e-01,0.04,-3.8147e-08
6.324368e-01,0.04,0.06
6.324370e-01,0.04,-3.8147e-08
6.324371e-01,0.04,0.06
6.324373e-01,0.02,-3.8147e-08
6.324374e-01,0.02,0.06
6.324376e-01,0.02,-0.02
6.324378e-01,0.02,0.06
6.324379e-01,0.02,-3.8147e-08
6.324381e-01,0.04,0.06
6.324382e-01,0.04,-3.8147e-08
6.324384e-01,0.04,0.06
6.324386e-01,0.04,-3.8147e-08
6.324387e-01,0.04,0.06
6.324389e-01,0.04,-3.8147e-08
6.324390e-01,0.04,0.06
6.324392e-01,0.04,-3.8147e-08
6.324394e-01,0.04,0.06
6.324395e-01,0.04,-3.8147e-08
6.324397e-01,0.04,0.06
6.324398e-01,0.06,-3.8147e-08
6.324400e-01,0.04,0.06
6.324402e-01,0.04,-3.8147e-08
6.324403e-01,0.02,0.06
6.324405e-01,0.04,-3.8147e-08
6.324406e-01,0.02,0.06
6.324408e-01,0.02,-3.8147e-08
6.324410e-01,0.04,0.06
6.324411e-01,0.02,-3.8147e-08
6.324413e-01,0.06,0.06
6.324414e-01,0.04,-3.8147e-08
6.324416e-01,0.02,0.06
6.324418e-01,0.04,-3.8147e-08
6.324419e-01,0.02,0.06
6.324421e-01,0.02,-3.8147e-08
6.324422e-01,0.02,0.06
6.324424e-01,0.02,-3.8147e-08
6.324426e-01,0.04,0.06
6.324427e-01,0.04,-3.8147e-08
6.324429e-01,0.02,0.06
6.324430e-01,0.04,-3.8147e-08
6.324432e-01,0.02,0.06
6.324434e-01,0.04,-3.8147e-08
6.324435e-01,0.04,0.06
6.324437e-01,0.02,-3.8147e-08
6.324438e-01,0.04,0.06
6.324440e-01,0.04,-3.8147e-08
6.324442e-01,0.04,0.06
6.324443e-01,0.04,-3.8147e-08
6.324445e-01,0.04,0.06
6.324446e-01,0.04,-3.8147e-08
6.324448e-01,0.04,0.06
6.324450e-01,0.04,-3.8147e-08
6.324451e-01,0.06,0.06
6.324453e-01,0.04,-3.8147e-08
6.324454e-01,0.02,0.06
6.324456e-01,0.04,-3.8147e-08
6.324458e-01,0.04,0.06
6.324459e-01,0.02,-3.8147e-08
6.324461e-01,0.04,0.06
6.324462e-01,0.02,-3.8147e-08
6.324464e-01,0.04,0.06
6.324466e-01,0.04,0.02
6.324467e-01,0.02,0.06
6.324469e-01,0.04,-3.8147e-08
6.324470e-01,0.06,0.06
6.324472e-01,0.04,-3.8147e-08
6.324474e-01,0.04,0.06
6.324475e-01,0.02,-3.8147e-08
6.324477e-01,0.04,0.06
6.324478e-01,0.04,-3.8147e-08
6.324480e-01,0.04,0.06
6.324482e-01,0.04,-3.8147e-08
6.324483e-01,0.04,0.06
6.324485e-01,0.04,-3.8147e-08
6.324486e-01,0.04,0.06
6.324488e-01,0.06,-3.8147e-08
6.324490e-01,0.02,0.06
6.324491e-01,0.04,-3.8147e-08
6.324493e-01,0.02,0.06
6.324494e-01,0.04,-3.8147e-08
6.324496e-01,0.04,0.06
6.324498e-01,0.04,-3.8147e-08
6.324499e-01,0.02,0.06
6.324501e-01,0.04,-3.8147e-08
6.324502e-01,0.02,0.06
6.324504e-01,0.02,-3.8147e-08
6.324506e-01,0.04,0.06
6.324507e-01,0.04,-3.8147e-08
6.324509e-01,0.04,0.06
6.324510e-01,0.06,0.02
6.324512e-01,0.04,0.06
6.324514e-01,0.04,-3.8147e-08
6.324515e-01,0.06,0.06
6.324517e-01,0.04,-3.8147e-08
6.324518e-01,0.04,0.06
6.324520e-01,0.04,-3.8147e-08
6.324522e-01,0.04,0.06
6.324523e-01,0.02,-3.8147e-08
6.324525e-01,0.04,0.06
6.324526e-01,0.04,-3.8147e-08
6.324528e-01,0.04,0.06
6.324530e-01,0.06,-3.8147e-08
6.324531e-01,0.04,0.06
6.324533e-01,0.02,-3.8147e-08
6.324534e-01,0.04,0.06
6.324536e-01,0.02,-3.8147e-08
6.324538e-01,0.04,0.06
6.324539e-01,0.04,-3.8147e-08
6.324541e-01,0.06,0.06
6.324542e-01,0.04,-3.8147e-08
6.324544e-01,0.02,0.06
6.324546e-01,0.04,-3.8147e-08
6.324547e-01,0.02,0.06
6.324549e-01,0.02,-3.8147e-08
6.324550e-01,0.04,0.06
6.324552e-01,0.04,0.02
6.324554e-01,0.04,0.06
6.324555e-01,0.04,-3.8147e-08
6.324557e-01,0.04,0.06
6.324558e-01,0.04,-3.8147e-08
6.324560e-01,0.04,0.06
6.324562e-01,0.06,-3.8147e-08
6.324563e-01,0.04,0.06
6.324565e-01,0.02,-3.8147e-08
6.324566e-01,0.04,0.06
6.324568e-01,0.02,0.02
6.324570e-01,0.04,0.06
6.324571e-01,0.04,-3.8147e-08
6.324573e-01,0.04,0.06
6.324574e-01,0.04,-3.8147e-08
6.324576e-01,0.06,0.06
6.324578e-01,0.04,-3.8147e-08
6.324579e-01,0.02,0.06
6.324581e-01,0.04,-3.8147e-08
6.324582e-01,0.04,0.06
6.324584e-01,0.04,-3.8147e-08
6.324586e-01,0.04,0.08
6.324587e-01,0.04,-3.8147e-08
6.324589e-01,0.04,0.06
6.324590e-01,0.02,-3.8147e-08
6.324592e-01,0.02,0.06
6.324594e-01,0.02,0.02
6.324595e-01,0.02,0.06
6.324597e-01,0.06,-3.8147e-08
6.324598e-01,0.04,0.06
6.324600e-01,0.02,-3.8147e-08
6.324602e-01,0.04,0.06
6.324603e-01,0.02,-3.8147e-08
6.324605e-01,0.02,0.06
6.324606e-01,0.02,-3.8147e-08
6.324608e-01,0.04,0.06
6.324610e-01,0.02,-3.8147e-08
6.324611e-01,0.04,0.06
6.324613e-01,0.04,-3.8147e-08
6.324614e-01,0.04,0.06
6.324616e-01,0.04,0.02
6.324618e-01,0.04,0.08
6.324619e-01,0.04,-3.8147e-08
6.324621e-01,0.04,0.06
6.324622e-01,0.04,-0.02
6.324624e-01,0.06,0.06
6.324626e-01,0.04,0.02
6.324627e-01,0.04,0.06
6.324629e-01,0.04,0.02
6.324630e-01,0.04,0.08
6.324632e-01,0.04,0.02
6.324634e-01,0.04,0.06
6.324635e-01,0.06,0.02
6.324637e-01,0.04,0.06
6.324638e-01,0.06,-3.8147e-08
6.324640e-01,0.04,0.08
6.324642e-01,0.02,-3.8147e-08
6.324643e-01,0.04,0.06
6.324645e-01,0.04,-3.8147e-08
6.324646e-01,0.04,0.06
6.324648e-01,0.04,-3.8147e-08
6.324650e-01,0.04,0.06
6.324651e-01,0.04,-3.8147e-08
6.324653e-01,0.04,0.06
6.324654e-01,0.02,-3.8147e-08
6.324656e-01,0.04,0.06
6.324658e-01,0.02,-3.8147e-08
6.324659e-01,0.04,0.06
6.324661e-01,0.04,-3.8147e-08
6.324662e-01,0.04,0.06
6.324664e-01,0.04,-3.8147e-08
6.324666e-01,0.04,0.06
6.324667e-01,0.04,-3.8147e-08
6.324669e-01,0.04,0.06
6.324670e-01,0.02,-3.8147e-08
6.324672e-01,0.04,0.06
6.324674e-01,0.02,-3.8147e-08
6.324675e-01,0.04,0.06
6.324677e-01,0.04,-3.8147e-08
6.324678e-01,0.02,0.06
6.324680e-01,0.04,-3.8147e-08
6.324682e-01,0.04,0.06
6.324683e-01,0.04,-3.8147e-08
6.324685e-01,0.04,0.06
6.324686e-01,0.02,-3.8147e-08
6.324688e-01,0.04,0.06
6.324690e-01,0.06,-3.8147e-08
6.324691e-01,0.02,0.06
6.324693e-01,0.04,-3.8147e-08
6.324694e-01,0.04,0.06
6.324696e-01,0.04,-3.8147e-08
6.324698e-01,0.04,0.06
6.324699e-01,0.02,-3.8147e-08
6.324701e-01,0.04,0.06
6.324702e-01,0.04,-3.8147e-08
6.324704e-01,0.04,0.06
6.324706e-01,0.04,-3.8147e-08
6.324707e-01,0.02,0.06
6.324709e-01,0.04,-3.8147e-08
6.324710e-01,0.04,0.06
6.324712e-01,0.04,-3.8147e-08
6.324714e-01,0.06,0.06
6.324715e-01,0.02,-3.8147e-08
6.324717e-01,0.04,0.06
6.324718e-01,0.04,-3.8147e-08
6.324720e-01,0.04,0.06
6.324722e-01,0.04,-3.8147e-08
6.324723e-01,0.02,0.06
6.324725e-01,0.04,-3.8147e-08
6.324726e-01,0.04,0.06
6.324728e-01,0.04,-3.8147e-08
6.324730e-01,0.04,0.06
6.324731e-01,0.04,-3.8147e-08
6.324733e-01,0.04,0.06
6.324734e-01,0.04,-3.8147e-08
6.324736e-01,0.02,0.06
6.324738e-01,0.04,0.02
6.324739e-01,0.02,0.06
6.324741e-01,0.02,-3.8147e-08
6.324742e-01,0.04,0.06
6.324744e-01,-3.8147e-08,-3.8147e-08
6.324746e-01,0.02,0.06
6.324747e-01,0.04,-3.8147e-08
6.324749e-01,0.02,0.06
6.324750e-01,0.04,-0.02
6.324752e-01,0.04,0.06
6.324754e-01,0.04,-3.8147e-08
6.324755e-01,0.02,0.06
6.324757e-01,0.04,-3.8147e-08
6.324758e-01,0.02,0.06
6.324760e-01,0.04,-3.8147e-08
6.324762e-01,0.02,0.06
6.324763e-01,0.04,-3.8147e-08
6.324765e-01,0.02,0.06
6.324766e-01,0.04,-3.8147e-08
6.324768e-01,0.04,0.06
6.324770e-01,0.04,-3.8147e-08
6.324771e-01,0.02,0.06
6.324773e-01,0.04,-3.8147e-08
6.324774e-01,0.04,0.06
6.324776e-01,0.04,-3.8147e-08
6.324778e-01,0.04,0.06
6.324779e-01,0.02,-3.8147e-08
6.324781e-01,0.04,0.06
6.324782e-01,0.04,-3.8147e-08
6.324784e-01,0.04,0.06
6.324786e-01,0.04,-3.8147e-08
6.324787e-01,0.04,0.06
6.324789e-01,0.04,-3.8147e-08
6.324790e-01,0.04,0.06
6.324792e-01,0.04,-3.8147e-08
6.324794e-01,0.02,0.06
6.324795e-01,0.04,-3.8147e-08
6.324797e-01,0.02,0.06
6.324798e-01,0.04,-3.8147e-08
6.324800e-01,0.02,0.06
6.324802e-01,0.02,-3.8147e-08
6.324803e-01,0.06,0.06
6.324805e-01,0.04,-3.8147e-08
6.324806e-01,0.04,0.06
6.324808e-01,0.02,-3.8147e-08
6.324810e-01,0.04,0.06
6.324811e-01,0.02,-3.8147e-08
6.324813e-01,0.02,0.06
6.324814e-01,0.04,-3.8147e-08
6.324816e-01,0.04,0.06
6.324818e-01,0.04,-3.8147e-08
6.324819e-01,0.04,0.08
6.324821e-01,0.04,-3.8147e-08
6.324822e-01,0.04,0.06
6.324824e-01,0.04,-3.8147e-08
6.324826e-01,0.04,0.06
6.324827e-01,0.02,-3.8147e-08
6.324829e-01,0.04,0.06
6.324830e-01,0.04,-3.8147e-08
6.324832e-01,0.04,0.06
