Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.5,
Label,,
TIME,CH1,CH1 Peak Detect
6.209954e-01,0.48,0.46
6.209955e-01,0.46,0.5
6.209957e-01,0.46,0.44
6.209958e-01,0.46,0.5
6.209960e-01,0.48,0.44
6.209962e-01,0.48,0.5
6.209963e-01,0.48,0.44
6.209965e-01,0.48,0.5
6.209966e-01,0.48,0.46
6.209968e-01,0.48,0.5
6.209970e-01,0.48,0.46
6.209971e-01,0.48,0.52
6.209973e-01,0.48,0.44
6.209974e-01,0.48,0.5
6.209976e-01,0.46,0.44
6.209978e-01,0.46,0.5
6.209979e-01,0.48,0.44
6.209981e-01,0.48,0.5
6.209982e-01,0.48,0.44
6.209984e-01,0.46,0.5
6.209986e-01,0.46,0.44
6.209987e-01,0.48,0.5
6.209989e-01,0.48,0.44
6.209990e-01,0.46,0.5
6.209992e-01,0.48,0.44
6.209994e-01,0.46,0.5
6.209995e-01,0.46,0.44
6.209997e-01,0.48,0.48
6.209998e-01,0.48,0.44
6.210000e-01,0.48,0.5
6.210002e-01,0.46,0.44
6.210003e-01,0.46,0.5
6.210005e-01,0.48,0.44
6.210006e-01,0.48,0.5
6.210008e-01,0.48,0.44
6.210010e-01,0.48,0.5
6.210011e-01,0.46,0.46
6.210013e-01,0.46,0.5
6.210014e-01,0.48,0.44
6.210016e-01,0.48,0.5
6.210018e-01,0.46,0.44
6.210019e-01,0.46,0.5
6.210021e-01,0.46,0.44
6.210022e-01,0.48,0.5
6.210024e-01,0.46,0.44
6.210026e-01,0.46,0.5
6.210027e-01,0.48,0.44
6.210029e-01,0.48,0.5
6.210030e-01,0.46,0.44
6.210032e-01,0.5,0.5
6.210034e-01,0.48,0.44
6.210035e-01,0.46,0.5
6.210037e-01,0.48,0.44
6.210038e-01,0.46,0.5
6.210040e-01,0.46,0.46
6.210042e-01,0.48,0.5
6.210043e-01,0.46,0.44
6.210045e-01,0.48,0.5
6.210046e-01,0.46,0.44
6.210048e-01,0.48,0.5
6.210050e-01,0.46,0.44
6.210051e-01,0.46,0.5
6.210053e-01,0.48,0.44
6.210054e-01,0.46,0.5
6.210056e-01,0.48,0.46
6.210058e-01,0.48,0.5
6.210059e-01,0.46,0.44
6.210061e-01,0.46,0.5
6.210062e-01,0.48,0.44
6.210064e-01,0.48,0.5
6.210066e-01,0.46,0.44
6.210067e-01,0.48,0.5
6.210069e-01,0.46,0.46
6.210070e-01,0.46,0.5
6.210072e-01,0.48,0.44
6.210074e-01,0.46,0.5
6.210075e-01,0.48,0.44
6.210077e-01,0.48,0.5
6.210078e-01,0.48,0.44
6.210080e-01,0.46,0.5
6.210082e-01,0.46,0.44
6.210083e-01,0.46,0.5
6.210085e-01,0.48,0.44
6.210086e-01,0.48,0.5
6.210088e-01,0.48,0.44
6.210090e-01,0.48,0.5
6.210091e-01,0.48,0.44
6.210093e-01,0.48,0.5
6.210094e-01,0.48,0.44
6.210096e-01,0.46,0.5
6.210098e-01,0.46,0.44
6.210099e-01,0.48,0.5
6.210101e-01,0.48,0.44
6.210102e-01,0.46,0.5
6.210104e-01,0.48,0.44
6.210106e-01,0.46,0.5
6.210107e-01,0.46,0.46
6.210109e-01,0.48,0.5
6.210110e-01,0.46,0.44
6.210112e-01,0.46,0.5
6.210114e-01,0.48,0.46
6.210115e-01,0.46,0.5
6.210117e-01,0.48,0.44
6.210118e-01,0.48,0.5
6.210120e-01,0.48,0.46
6.210122e-01,0.46,0.5
6.210123e-01,0.48,0.44
6.210125e-01,0.48,0.5
6.210126e-01,0.44,0.44
6.210128e-01,0.46,0.5
6.210130e-01,0.46,0.44
6.210131e-01,0.48,0.5
6.210133e-01,0.48,0.44
6.210134e-01,0.46,0.5
6.210136e-01,0.46,0.44
6.210138e-01,0.48,0.48
6.210139e-01,0.46,0.44
6.210141e-01,0.44,0.48
6.210142e-01,0.46,0.44
6.210144e-01,0.46,0.48
6.210146e-01,0.48,0.44
6.210147e-01,0.48,0.48
6.210149e-01,0.46,0.44
6.210150e-01,0.48,0.5
6.210152e-01,0.46,0.44
6.210154e-01,0.48,0.5
6.210155e-01,0.48,0.44
6.210157e-01,0.46,0.5
6.210158e-01,0.46,0.44
6.210160e-01,0.48,0.48
6.210162e-01,0.46,0.44
6.210163e-01,0.48,0.5
6.210165e-01,0.46,0.44
6.210166e-01,0.48,0.5
6.210168e-01,0.48,0.44
6.210170e-01,0.46,0.5
6.210171e-01,0.46,0.44
6.210173e-01,0.48,0.5
6.210174e-01,0.46,0.44
6.210176e-01,0.48,0.5
6.210178e-01,0.44,0.44
6.210179e-01,0.48,0.5
6.210181e-01,0.48,0.44
6.210182e-01,0.46,0.5
6.210184e-01,0.46,0.44
6.210186e-01,0.48,0.5
6.210187e-01,0.48,0.44
6.210189e-01,0.48,0.5
6.210190e-01,0.46,0.44
6.210192e-01,0.48,0.5
6.210194e-01,0.46,0.44
6.210195e-01,0.48,0.5
6.210197e-01,0.46,0.44
6.210198e-01,0.48,0.5
6.210200e-01,0.46,0.44
6.210202e-01,0.46,0.5
6.210203e-01,0.46,0.44
6.210205e-01,0.5,0.5
6.210206e-01,0.48,0.44
6.210208e-01,0.48,0.5
6.210210e-01,0.48,0.44
6.210211e-01,0.46,0.5
6.210213e-01,0.46,0.44
6.210214e-01,0.48,0.5
6.210216e-01,0.46,0.44
6.210218e-01,0.48,0.5
6.210219e-01,0.46,0.44
6.210221e-01,0.48,0.5
6.210222e-01,0.46,0.44
6.210224e-01,0.46,0.5
6.210226e-01,0.48,0.44
6.210227e-01,0.48,0.5
6.210229e-01,0.48,0.44
6.210230e-01,0.46,0.5
6.210232e-01,0.48,0.44
6.210234e-01,0.48,0.5
6.210235e-01,0.46,0.44
6.210237e-01,0.48,0.5
6.210238e-01,0.46,0.44
6.210240e-01,0.46,0.5
6.210242e-01,0.48,0.44
6.210243e-01,0.48,0.5
6.210245e-01,0.48,0.44
6.210246e-01,0.46,0.5
6.210248e-01,0.46,0.44
6.210250e-01,0.46,0.5
6.210251e-01,0.48,0.44
6.210253e-01,0.48,0.5
6.210254e-01,0.46,0.44
6.210256e-01,0.46,0.5
6.210258e-01,0.46,0.44
6.210259e-01,0.48,0.5
6.210261e-01,0.46,0.44
6.210262e-01,0.46,0.5
6.210264e-01,0.46,0.44
6.210266e-01,0.46,0.5
6.210267e-01,0.48,0.44
6.210269e-01,0.46,0.48
6.210270e-01,0.48,0.44
6.210272e-01,0.46,0.5
6.210274e-01,0.46,0.44
6.210275e-01,0.48,0.5
6.210277e-01,0.48,0.44
6.210278e-01,0.46,0.5
6.210280e-01,0.46,0.44
6.210282e-01,0.48,0.5
6.210283e-01,0.46,0.44
6.210285e-01,0.48,0.5
6.210286e-01,0.48,0.44
6.210288e-01,0.48,0.5
6.210290e-01,0.48,0.44
6.210291e-01,0.46,0.5
6.210293e-01,0.48,0.44
6.210294e-01,0.46,0.5
6.210296e-01,0.48,0.44
6.210298e-01,0.46,0.5
6.210299e-01,0.48,0.44
6.210301e-01,0.46,0.5
6.210302e-01,0.46,0.44
6.210304e-01,0.46,0.5
6.210306e-01,0.48,0.44
6.210307e-01,0.46,0.5
6.210309e-01,0.48,0.44
6.210310e-01,0.48,0.5
6.210312e-01,0.48,0.44
6.210314e-01,0.48,0.5
6.210315e-01,0.48,0.44
6.210317e-01,0.48,0.48
6.210318e-01,0.48,0.44
6.210320e-01,0.48,0.5
6.210322e-01,0.48,0.44
6.210323e-01,0.46,0.5
6.210325e-01,0.48,0.44
6.210326e-01,0.48,0.5
6.210328e-01,0.48,0.44
6.210330e-01,0.48,0.5
6.210331e-01,0.48,0.44
6.210333e-01,0.48,0.5
6.210334e-01,0.48,0.46
6.210336e-01,0.46,0.5
6.210338e-01,0.48,0.44
6.210339e-01,0.46,0.5
6.210341e-01,0.48,0.44
6.210342e-01,0.48,0.5
6.210344e-01,0.48,0.44
6.210346e-01,0.48,0.5
6.210347e-01,0.48,0.44
6.210349e-01,0.48,0.5
6.210350e-01,0.5,0.44
6.210352e-01,0.46,0.5
6.210354e-01,0.46,0.44
6.210355e-01,0.46,0.5
6.210357e-01,0.46,0.44
6.210358e-01,0.48,0.5
6.210360e-01,0.48,0.44
6.210362e-01,0.48,0.5
6.210363e-01,0.48,0.44
6.210365e-01,0.5,0.5
6.210366e-01,0.48,0.44
6.210368e-01,0.46,0.5
6.210370e-01,0.48,0.44
6.210371e-01,0.46,0.5
6.210373e-01,0.48,0.44
6.210374e-01,0.46,0.5
6.210376e-01,0.46,0.44
6.210378e-01,0.46,0.5
6.210379e-01,0.48,0.44
6.210381e-01,0.46,0.48
6.210382e-01,0.46,0.44
6.210384e-01,0.46,0.5
6.210386e-01,0.46,0.44
6.210387e-01,0.48,0.5
6.210389e-01,0.48,0.44
6.210390e-01,0.48,0.48
6.210392e-01,0.48,0.44
6.210394e-01,0.46,0.5
6.210395e-01,0.46,0.44
6.210397e-01,0.48,0.5
6.210398e-01,0.46,0.44
6.210400e-01,0.48,0.5
6.210402e-01,0.46,0.44
6.210403e-01,0.46,0.5
6.210405e-01,0.46,0.44
6.210406e-01,0.46,0.5
6.210408e-01,0.46,0.44
6.210410e-01,0.48,0.5
6.210411e-01,0.46,0.42
6.210413e-01,0.46,0.5
6.210414e-01,0.48,0.44
6.210416e-01,0.46,0.5
6.210418e-01,0.46,0.44
6.210419e-01,0.46,0.5
6.210421e-01,0.48,0.44
6.210422e-01,0.48,0.5
6.210424e-01,0.48,0.44
6.210426e-01,0.46,0.5
6.210427e-01,0.48,0.44
6.210429e-01,0.5,0.5
6.210430e-01,0.46,0.44
6.210432e-01,0.48,0.5
6.210434e-01,0.46,0.44
6.210435e-01,0.48,0.5
6.210437e-01,0.5,0.44
6.210438e-01,0.48,0.48
6.210440e-01,0.48,0.44
6.210442e-01,0.46,0.5
6.210443e-01,0.46,0.44
6.210445e-01,0.46,0.5
6.210446e-01,0.46,0.44
6.210448e-01,0.48,0.5
6.210450e-01,0.46,0.44
6.210451e-01,0.5,0.5
6.210453e-01,0.48,0.44
6.210454e-01,0.46,0.5
6.210456e-01,0.48,0.46
6.210458e-01,0.48,0.5
6.210459e-01,0.46,0.44
6.210461e-01,0.46,0.5
6.210462e-01,0.48,0.44
6.210464e-01,0.48,0.5
6.210466e-01,0.48,0.44
6.210467e-01,0.46,0.5
6.210469e-01,0.48,0.44
6.210470e-01,0.48,0.5
6.210472e-01,0.46,0.44
6.210474e-01,0.46,0.5
6.210475e-01,0.46,0.44
6.210477e-01,0.48,0.5
6.210478e-01,0.48,0.44
6.210480e-01,0.46,0.5
6.210482e-01,0.46,0.44
6.210483e-01,0.46,0.5
6.210485e-01,0.48,0.44
6.210486e-01,0.48,0.5
6.210488e-01,0.46,0.44
6.210490e-01,0.48,0.5
6.210491e-01,0.46,0.44
6.210493e-01,0.46,0.5
6.210494e-01,0.48,0.44
6.210496e-01,0.48,0.5
6.210498e-01,0.48,0.44
6.210499e-01,0.48,0.5
6.210501e-01,0.48,0.46
6.210502e-01,0.48,0.5
6.210504e-01,0.48,0.44
6.210506e-01,0.46,0.5
6.210507e-01,0.46,0.46
6.210509e-01,0.48,0.5
6.210510e-01,0.48,0.44
6.210512e-01,0.48,0.5
6.210514e-01,0.46,0.44
6.210515e-01,0.46,0.5
6.210517e-01,0.48,0.44
6.210518e-01,0.46,0.5
6.210520e-01,0.46,0.44
6.210522e-01,0.48,0.5
6.210523e-01,0.48,0.44
6.210525e-01,0.48,0.5
6.210526e-01,0.48,0.44
6.210528e-01,0.48,0.5
6.210530e-01,0.48,0.44
6.210531e-01,0.46,0.5
6.210533e-01,0.46,0.44
6.210534e-01,0.48,0.5
6.210536e-01,0.48,0.44
6.210538e-01,0.48,0.5
6.210539e-01,0.48,0.44
6.210541e-01,0.46,0.5
6.210542e-01,0.48,0.44
6.210544e-01,0.44,0.5
6.210546e-01,0.48,0.44
6.210547e-01,0.46,0.5
6.210549e-01,0.46,0.44
6.210550e-01,0.46,0.5
6.210552e-01,0.46,0.44
6.210554e-01,0.48,0.5
6.210555e-01,0.46,0.44
6.210557e-01,0.48,0.5
6.210558e-01,0.46,0.44
6.210560e-01,0.46,0.5
6.210562e-01,0.46,0.44
6.210563e-01,0.46,0.5
6.210565e-01,0.48,0.44
6.210566e-01,0.48,0.5
6.210568e-01,0.46,0.44
6.210570e-01,0.46,0.5
6.210571e-01,0.46,0.44
6.210573e-01,0.46,0.5
6.210574e-01,0.46,0.44
6.210576e-01,0.46,0.5
6.210578e-01,0.46,0.44
6.210579e-01,0.46,0.5
6.210581e-01,0.46,0.44
6.210582e-01,0.48,0.5
6.210584e-01,0.46,0.44
6.210586e-01,0.48,0.5
6.210587e-01,0.46,0.44
6.210589e-01,0.46,0.5
6.210590e-01,0.46,0.44
6.210592e-01,0.46,0.5
6.210594e-01,0.46,0.44
6.210595e-01,0.44,0.5
6.210597e-01,0.46,0.44
6.210598e-01,0.48,0.48
6.210600e-01,0.46,0.44
6.210602e-01,0.48,0.5
6.210603e-01,0.46,0.44
6.210605e-01,0.46,0.48
6.210606e-01,0.46,0.44
6.210608e-01,0.46,0.5
6.210610e-01,0.46,0.44
6.210611e-01,0.46,0.5
6.210613e-01,0.48,0.44
6.210614e-01,0.48,0.5
6.210616e-01,0.48,0.44
6.210618e-01,0.48,0.5
6.210619e-01,0.46,0.44
6.210621e-01,0.46,0.5
6.210622e-01,0.48,0.44
6.210624e-01,0.48,0.5
6.210626e-01,0.46,0.44
6.210627e-01,0.46,0.5
6.210629e-01,0.46,0.44
6.210630e-01,0.48,0.5
6.210632e-01,0.48,0.44
6.210634e-01,0.48,0.5
6.210635e-01,0.48,0.44
6.210637e-01,0.46,0.5
6.210638e-01,0.46,0.46
6.210640e-01,0.44,0.5
6.210642e-01,0.48,0.44
6.210643e-01,0.48,0.5
6.210645e-01,0.48,0.44
6.210646e-01,0.46,0.5
6.210648e-01,0.48,0.44
6.210650e-01,0.46,0.5
6.210651e-01,0.46,0.44
6.210653e-01,0.46,0.5
6.210654e-01,0.48,0.44
6.210656e-01,0.48,0.5
6.210658e-01,0.48,0.44
6.210659e-01,0.48,0.5
6.210661e-01,0.48,0.44
6.210662e-01,0.46,0.5
6.210664e-01,0.46,0.44
6.210666e-01,0.5,0.5
6.210667e-01,0.48,0.44
6.210669e-01,0.46,0.5
6.210670e-01,0.48,0.44
6.210672e-01,0.48,0.5
6.210674e-01,0.48,0.44
6.210675e-01,0.46,0.5
6.210677e-01,0.46,0.44
6.210678e-01,0.48,0.5
6.210680e-01,0.48,0.44
6.210682e-01,0.48,0.5
6.210683e-01,0.46,0.44
6.210685e-01,0.46,0.5
6.210686e-01,0.46,0.44
6.210688e-01,0.46,0.5
6.210690e-01,0.46,0.44
6.210691e-01,0.46,0.5
6.210693e-01,0.48,0.44
6.210694e-01,0.48,0.5
6.210696e-01,0.46,0.44
6.210698e-01,0.48,0.5
6.210699e-01,0.46,0.44
6.210701e-01,0.46,0.48
6.210702e-01,0.48,0.44
6.210704e-01,0.48,0.48
6.210706e-01,0.48,0.44
6.210707e-01,0.48,0.48
6.210709e-01,0.46,0.44
6.210710e-01,0.46,0.5
6.210712e-01,0.46,0.44
6.210714e-01,0.46,0.5
6.210715e-01,0.46,0.44
6.210717e-01,0.46,0.5
6.210718e-01,0.48,0.44
6.210720e-01,0.46,0.5
6.210722e-01,0.48,0.44
6.210723e-01,0.46,0.5
6.210725e-01,0.46,0.44
6.210726e-01,0.46,0.5
6.210728e-01,0.48,0.44
6.210730e-01,0.46,0.5
6.210731e-01,0.46,0.44
6.210733e-01,0.44,0.48
6.210734e-01,0.46,0.44
6.210736e-01,0.48,0.5
6.210738e-01,0.46,0.44
6.210739e-01,0.46,0.5
6.210741e-01,0.48,0.44
6.210742e-01,0.46,0.5
6.210744e-01,0.48,0.44
6.210746e-01,0.46,0.5
6.210747e-01,0.48,0.44
6.210749e-01,0.46,0.5
6.210750e-01,0.46,0.44
6.210752e-01,0.48,0.5
6.210754e-01,0.48,0.44
6.210755e-01,0.44,0.5
6.210757e-01,0.46,0.44
6.210758e-01,0.46,0.48
6.210760e-01,0.46,0.44
6.210762e-01,0.46,0.48
6.210763e-01,0.46,0.44
6.210765e-01,0.46,0.5
6.210766e-01,0.48,0.44
6.210768e-01,0.46,0.5
6.210770e-01,0.48,0.44
6.210771e-01,0.48,0.5
6.210773e-01,0.46,0.44
6.210774e-01,0.48,0.48
6.210776e-01,0.46,0.44
6.210778e-01,0.46,0.5
6.210779e-01,0.48,0.44
6.210781e-01,0.48,0.5
6.210782e-01,0.46,0.44
6.210784e-01,0.46,0.5
6.210786e-01,0.48,0.44
6.210787e-01,0.48,0.5
6.210789e-01,0.46,0.44
6.210790e-01,0.48,0.5
6.210792e-01,0.48,0.44
6.210794e-01,0.46,0.5
6.210795e-01,0.48,0.44
6.210797e-01,0.48,0.5
6.210798e-01,0.48,0.44
6.210800e-01,0.48,0.5
6.210802e-01,0.48,0.44
6.210803e-01,0.48,0.5
6.210805e-01,0.46,0.44
6.210806e-01,0.46,0.5
6.210808e-01,0.46,0.44
6.210810e-01,0.46,0.5
6.210811e-01,0.48,0.44
6.210813e-01,0.46,0.5
6.210814e-01,0.46,0.44
6.210816e-01,0.46,0.48
6.210818e-01,0.46,0.44
6.210819e-01,0.46,0.5
6.210821e-01,0.46,0.44
6.210822e-01,0.46,0.5
6.210824e-01,0.46,0.44
6.210826e-01,0.46,0.5
6.210827e-01,0.46,0.44
6.210829e-01,0.48,0.5
6.210830e-01,0.48,0.44
6.210832e-01,0.46,0.5
6.210834e-01,0.46,0.44
6.210835e-01,0.46,0.5
6.210837e-01,0.44,0.44
6.210838e-01,0.48,0.48
6.210840e-01,0.46,0.44
6.210842e-01,0.46,0.5
6.210843e-01,0.46,0.44
6.210845e-01,0.46,0.5
6.210846e-01,0.48,0.44
6.210848e-01,0.48,0.5
6.210850e-01,0.48,0.44
6.210851e-01,0.48,0.5
6.210853e-01,0.48,0.44
6.210854e-01,0.46,0.5
6.210856e-01,0.46,0.44
6.210858e-01,0.44,0.5
6.210859e-01,0.48,0.44
6.210861e-01,0.46,0.5
6.210862e-01,0.46,0.44
6.210864e-01,0.48,0.5
6.210866e-01,0.46,0.44
6.210867e-01,0.48,0.5
6.210869e-01,0.48,0.44
6.210870e-01,0.48,0.5
6.210872e-01,0.46,0.44
6.210874e-01,0.48,0.48
6.210875e-01,0.46,0.44
6.210877e-01,0.48,0.5
6.210878e-01,0.46,0.44
6.210880e-01,0.48,0.5
6.210882e-01,0.46,0.44
6.210883e-01,0.46,0.5
6.210885e-01,0.48,0.44
6.210886e-01,0.48,0.5
6.210888e-01,0.48,0.44
6.210890e-01,0.46,0.5
6.210891e-01,0.46,0.44
6.210893e-01,0.46,0.5
6.210894e-01,0.48,0.44
6.210896e-01,0.48,0.5
6.210898e-01,0.46,0.44
6.210899e-01,0.46,0.5
6.210901e-01,0.48,0.44
6.210902e-01,0.48,0.5
6.210904e-01,0.46,0.44
6.210906e-01,0.46,0.5
6.210907e-01,0.48,0.44
6.210909e-01,0.46,0.5
6.210910e-01,0.46,0.44
6.210912e-01,0.48,0.5
6.210914e-01,0.46,0.44
6.210915e-01,0.46,0.5
6.210917e-01,0.48,0.44
6.210918e-01,0.46,0.48
6.210920e-01,0.48,0.44
6.210922e-01,0.46,0.5
6.210923e-01,0.46,0.44
6.210925e-01,0.46,0.5
6.210926e-01,0.46,0.44
6.210928e-01,0.46,0.5
6.210930e-01,0.46,0.44
6.210931e-01,0.46,0.5
6.210933e-01,0.46,0.44
6.210934e-01,0.46,0.5
6.210936e-01,0.48,0.44
6.210938e-01,0.48,0.5
6.210939e-01,0.5,0.44
6.210941e-01,0.46,0.5
6.210942e-01,0.46,0.44
6.210944e-01,0.46,0.5
6.210946e-01,0.44,0.44
6.210947e-01,0.46,0.5
6.210949e-01,0.46,0.44
6.210950e-01,0.46,0.5
6.210952e-01,0.48,0.44
6.210954e-01,0.46,0.5
6.210955e-01,0.48,0.44
6.210957e-01,0.48,0.5
6.210958e-01,0.46,0.44
6.210960e-01,0.48,0.5
6.210962e-01,0.48,0.44
6.210963e-01,0.46,0.5
6.210965e-01,0.46,0.44
6.210966e-01,0.48,0.52
6.210968e-01,0.48,0.44
6.210970e-01,0.46,0.5
6.210971e-01,0.46,0.44
6.210973e-01,0.46,0.5
6.210974e-01,0.48,0.44
6.210976e-01,0.46,0.5
6.210978e-01,0.46,0.44
6.210979e-01,0.48,0.5
6.210981e-01,0.46,0.44
6.210982e-01,0.48,0.5
6.210984e-01,0.48,0.44
6.210986e-01,0.46,0.5
6.210987e-01,0.46,0.44
6.210989e-01,0.46,0.5
6.210990e-01,0.46,0.44
6.210992e-01,0.46,0.5
6.210994e-01,0.46,0.44
6.210995e-01,0.46,0.5
6.210997e-01,0.48,0.44
6.210998e-01,0.46,0.5
6.211000e-01,0.48,0.44
6.211002e-01,0.46,0.5
6.211003e-01,0.48,0.44
6.211005e-01,0.46,0.5
6.211006e-01,0.46,0.44
6.211008e-01,0.46,0.5
6.211010e-01,0.44,0.44
6.211011e-01,0.5,0.5
6.211013e-01,0.48,0.44
6.211014e-01,0.46,0.5
6.211016e-01,0.48,0.44
6.211018e-01,0.46,0.5
6.211019e-01,0.48,0.44
6.211021e-01,0.46,0.5
6.211022e-01,0.48,0.44
6.211024e-01,0.48,0.5
6.211026e-01,0.48,0.44
6.211027e-01,0.46,0.5
6.211029e-01,0.48,0.44
6.211030e-01,0.48,0.5
6.211032e-01,0.46,0.44
6.211034e-01,0.48,0.5
6.211035e-01,0.48,0.44
6.211037e-01,0.46,0.5
6.211038e-01,0.46,0.44
6.211040e-01,0.48,0.5
6.211042e-01,0.46,0.44
6.211043e-01,0.46,0.5
6.211045e-01,0.46,0.44
6.211046e-01,0.48,0.5
6.211048e-01,0.46,0.44
6.211050e-01,0.48,0.5
6.211051e-01,0.48,0.44
6.211053e-01,0.48,0.5
6.211054e-01,0.46,0.44
6.211056e-01,0.46,0.5
6.211058e-01,0.46,0.44
6.211059e-01,0.46,0.5
6.211061e-01,0.48,0.44
6.211062e-01,0.46,0.5
6.211064e-01,0.44,0.44
6.211066e-01,0.48,0.5
6.211067e-01,0.48,0.44
6.211069e-01,0.48,0.5
6.211070e-01,0.48,0.44
6.211072e-01,0.46,0.5
6.211074e-01,0.46,0.44
6.211075e-01,0.46,0.5
6.211077e-01,0.48,0.44
6.211078e-01,0.46,0.5
6.211080e-01,0.44,0.44
6.211082e-01,0.46,0.5
6.211083e-01,0.48,0.44
6.211085e-01,0.48,0.5
6.211086e-01,0.48,0.44
6.211088e-01,0.48,0.5
6.211090e-01,0.48,0.44
6.211091e-01,0.46,0.5
6.211093e-01,0.48,0.44
6.211094e-01,0.46,0.5
6.211096e-01,0.46,0.44
6.211098e-01,0.46,0.5
6.211099e-01,0.46,0.44
6.211101e-01,0.48,0.5
6.211102e-01,0.48,0.44
6.211104e-01,0.48,0.5
6.211106e-01,0.46,0.44
6.211107e-01,0.5,0.5
6.211109e-01,0.48,0.44
6.211110e-01,0.48,0.5
6.211112e-01,0.48,0.44
6.211114e-01,0.46,0.5
6.211115e-01,0.46,0.44
6.211117e-01,0.48,0.5
6.211118e-01,0.46,0.44
6.211120e-01,0.46,0.5
6.211122e-01,0.46,0.44
6.211123e-01,0.48,0.5
6.211125e-01,0.48,0.46
6.211126e-01,0.46,0.5
6.211128e-01,0.48,0.44
6.211130e-01,0.46,0.48
6.211131e-01,0.44,0.44
6.211133e-01,0.48,0.5
6.211134e-01,0.48,0.44
6.211136e-01,0.46,0.5
6.211138e-01,0.46,0.44
6.211139e-01,0.46,0.5
6.211141e-01,0.46,0.44
6.211142e-01,0.46,0.5
6.211144e-01,0.46,0.44
6.211146e-01,0.48,0.5
6.211147e-01,0.46,0.44
6.211149e-01,0.48,0.5
6.211150e-01,0.5,0.44
6.211152e-01,0.48,0.5
6.211154e-01,0.48,0.44
6.211155e-01,0.48,0.5
6.211157e-01,0.46,0.44
6.211158e-01,0.48,0.5
6.211160e-01,0.46,0.44
6.211162e-01,0.48,0.5
6.211163e-01,0.46,0.44
6.211165e-01,0.44,0.5
6.211166e-01,0.48,0.44
6.211168e-01,0.46,0.5
6.211170e-01,0.48,0.44
6.211171e-01,0.48,0.5
6.211173e-01,0.46,0.44
6.211174e-01,0.48,0.5
6.211176e-01,0.46,0.44
6.211178e-01,0.46,0.5
6.211179e-01,0.48,0.44
6.211181e-01,0.46,0.5
6.211182e-01,0.46,0.44
6.211184e-01,0.46,0.5
6.211186e-01,0.48,0.44
6.211187e-01,0.46,0.5
6.211189e-01,0.48,0.44
6.211190e-01,0.46,0.5
6.211192e-01,0.48,0.44
6.211194e-01,0.48,0.48
6.211195e-01,0.48,0.44
6.211197e-01,0.48,0.5
6.211198e-01,0.46,0.44
6.211200e-01,0.44,0.5
6.211202e-01,0.46,0.44
6.211203e-01,0.48,0.5
6.211205e-01,0.46,0.44
6.211206e-01,0.46,0.5
6.211208e-01,0.48,0.44
6.211210e-01,0.46,0.5
6.211211e-01,0.48,0.44
6.211213e-01,0.46,0.5
6.211214e-01,0.48,0.44
6.211216e-01,0.46,0.5
6.211218e-01,0.46,0.44
6.211219e-01,0.48,0.5
6.211221e-01,0.46,0.44
6.211222e-01,0.48,0.5
6.211224e-01,0.46,0.44
6.211226e-01,0.48,0.5
6.211227e-01,0.46,0.44
6.211229e-01,0.46,0.5
6.211230e-01,0.46,0.44
6.211232e-01,0.46,0.5
6.211234e-01,0.46,0.44
6.211235e-01,0.48,0.5
6.211237e-01,0.46,0.44
6.211238e-01,0.46,0.5
6.211240e-01,0.48,0.44
6.211242e-01,0.48,0.5
6.211243e-01,0.46,0.44
6.211245e-01,0.46,0.5
6.211246e-01,0.46,0.44
6.211248e-01,0.46,0.48
6.211250e-01,0.48,0.44
6.211251e-01,0.48,0.5
6.211253e-01,0.48,0.44
6.211254e-01,0.46,0.5
6.211256e-01,0.48,0.44
6.211258e-01,0.48,0.5
6.211259e-01,0.46,0.44
6.211261e-01,0.48,0.5
6.211262e-01,0.46,0.44
6.211264e-01,0.46,0.5
6.211266e-01,0.48,0.44
6.211267e-01,0.46,0.5
6.211269e-01,0.46,0.44
6.211270e-01,0.46,0.5
6.211272e-01,0.46,0.44
6.211274e-01,0.48,0.5
6.211275e-01,0.46,0.44
6.211277e-01,0.46,0.5
6.211278e-01,0.46,0.44
6.211280e-01,0.48,0.5
6.211282e-01,0.46,0.44
6.211283e-01,0.48,0.5
6.211285e-01,0.48,0.44
6.211286e-01,0.46,0.5
6.211288e-01,0.46,0.44
6.211290e-01,0.48,0.5
6.211291e-01,0.48,0.44
6.211293e-01,0.46,0.5
6.211294e-01,0.46,0.44
6.211296e-01,0.46,0.5
6.211298e-01,0.46,0.44
6.211299e-01,0.44,0.5
6.211301e-01,0.48,0.44
6.211302e-01,0.48,0.5
6.211304e-01,0.48,0.44
6.211306e-01,0.46,0.5
6.211307e-01,0.46,0.46
6.211309e-01,0.46,0.5
6.211310e-01,0.48,0.44
6.211312e-01,0.46,0.5
6.211314e-01,0.46,0.44
6.211315e-01,0.46,0.5
6.211317e-01,0.46,0.44
6.211318e-01,0.46,0.5
6.211320e-01,0.46,0.44
6.211322e-01,0.48,0.5
6.211323e-01,0.44,0.44
6.211325e-01,0.46,0.5
6.211326e-01,0.44,0.44
6.211328e-01,0.46,0.5
6.211330e-01,0.48,0.44
6.211331e-01,0.48,0.5
6.211333e-01,0.46,0.44
