Time(s),Pressure(pa),Humidity(RH%),Temperature(C),Gas(NoUnitYet)
113.5,99229.5898438,72,25,319
114.0,99160.3515625,72,25,321
114.5,99189.1113281,72,25,321
115.0,99185.6201172,73,25,326
115.5,99218.5546875,73,25,329
116.0,99172.5097656,73,25,328
116.5,99163.4277344,73,25,326
117.0,99106.4208984,74,25,327
117.5,99104.4189453,74,25,330
118.0,99049.1210938,74,25,331
118.5,98967.6757812,75,25,329
119.0,98980.6884766,75,25,329
119.5,98986.9384766,75,25,330
120.0,99012.2802734,76,25,331
120.5,99012.8662109,76,25,327
121.0,99053.125,76,25,328
121.5,99037.2558594,77,25,332
122.0,99039.4042969,77,25,330
122.5,99028.7353516,77,25,328
123.0,99034.6923828,78,25,329
123.5,99053.8330078,78,25,328
124.0,99026.9775391,78,25,325
124.5,99030.4199219,79,25,330
125.0,99029.3212891,79,25,329
125.5,99040.6005859,79,25,329
126.0,99070.6787109,79,25,326
126.5,99059.4726562,80,25,329
127.0,99099.8535156,80,25,327
127.5,99078.8574219,80,25,329
128.0,99060.6933594,81,25,325
128.5,99102.6367188,81,25,329
129.0,99090.0146484,81,25,326
129.5,99077.734375,82,25,324
130.0,99071.8994141,82,25,325
130.5,99048.7304688,82,25,328
131.0,99057.5439453,83,25,331
131.5,99054.5898438,83,25,324
132.0,99066.40625,83,25,332
132.5,99058.0078125,84,25,329
133.0,99025.4638672,84,25,327
133.5,99069.0673828,84,25,324
134.0,99043.5546875,85,25,325
134.5,99039.8925781,85,26,324
135.0,99073.0224609,85,26,324
135.5,99075.7568359,85,26,328
136.0,99070.6054688,86,26,325
136.5,99086.7675781,86,26,325
137.0,99083.5205078,86,26,327
137.5,99106.7382812,87,26,325
138.0,99148.6816406,87,26,323
138.5,99121.1669922,87,26,322
139.0,99134.0087891,88,26,324
139.5,99157.421875,88,26,327
140.0,99176.1962891,88,26,328
140.5,99183.6425781,89,26,326
141.0,99231.3232422,89,26,324
141.5,99225.0976562,89,26,321
142.0,99225.2441406,90,26,322
142.5,99243.4082031,90,26,328
143.0,99268.6523438,90,26,325
143.5,99238.7207031,90,26,326
144.0,99287.6220703,91,26,326
144.5,99283.4472656,91,26,325
145.0,99267.4316406,91,26,327
145.5,99289.7216797,92,26,325
146.0,99275.5615234,92,26,323
146.5,99301.1230469,92,26,324
147.0,99305.859375,92,26,323
147.5,99331.0302734,93,26,321
148.0,99307.7880859,93,26,326
148.5,99341.8945312,93,26,324
149.0,99336.5966797,93,26,326
149.5,99336.4746094,94,26,323
150.0,99336.6210938,94,26,322
150.5,99358.5205078,94,26,323
151.0,99403.5400391,94,26,320
151.5,99394.3115234,95,26,323
152.0,99400.9521484,95,26,325
152.5,99405.9326172,95,26,321
153.0,99432.8369141,95,26,323
153.5,99421.3134766,96,26,323
154.0,99445.8007812,96,26,321
154.5,99434.6923828,96,26,323
155.0,99456.0546875,96,26,322
155.5,99468.9453125,97,26,323
156.0,99486.8896484,97,26,324
156.5,99486.7675781,97,26,323
157.0,99504.1015625,97,26,319
157.5,99486.1328125,97,26,325
158.0,99468.8964844,98,26,321
158.5,99495.9472656,98,26,320
159.0,99496.8505859,98,26,324
159.5,99491.9921875,98,26,320
160.0,99503.1494141,98,26,323
160.5,99518.4814453,99,26,320
161.0,99521.3378906,99,26,322
161.5,99536.6455078,99,26,323
162.0,99534.8144531,99,26,324
162.5,99519.4824219,99,26,321
163.0,99561.6699219,100,26,321
163.5,99558.8623047,100,26,322
164.0,99601.4892578,100,26,324
164.5,99596.09375,100,26,319
165.0,99608.7158203,100,26,323
165.5,99629.9560547,100,26,321
166.0,99639.5263672,100,26,324
166.5,99665.5761719,100,26,319
167.0,99631.6650391,100,26,318
167.5,99588.8916016,100,26,319
168.0,99546.6064453,100,26,323
168.5,99532.6416016,100,26,319
169.0,99489.9414062,100,26,322
169.5,99510.15625,100,26,319
170.0,99493.1396484,100,26,319
170.5,99490.6494141,100,26,317
171.0,99491.3574219,100,26,312
171.5,99491.9921875,100,26,313
172.0,99486.2792969,100,26,308
172.5,99483.1542969,100,26,312
173.0,99495.4833984,100,26,308
173.5,99505.1269531,100,26,309
174.0,99483.5205078,100,26,309
174.5,99482.9833984,100,26,310
175.0,99482.0556641,100,26,310
175.5,99482.1777344,100,26,311
176.0,99508.7890625,100,26,309
176.5,99514.3310547,100,26,308
177.0,99490.4541016,100,26,311
177.5,99480.8105469,100,26,308
178.0,99489.7705078,100,26,312
178.5,99491.1376953,100,26,314
179.0,99476.4404297,100,26,311
179.5,99492.6269531,100,26,312
180.0,99494.8974609,100,26,317
180.5,99468.1884766,100,26,313
181.0,99497.7783203,100,26,317
181.5,99477.6855469,100,26,318
182.0,99478.2470703,100,26,317
182.5,99475.5126953,100,26,313
183.0,99485.4003906,100,26,316
183.5,99523.3154297,100,26,318
184.0,99496.6796875,100,26,315
184.5,99492.6269531,100,26,316
185.0,99496.2646484,100,26,315
185.5,99496.6796875,100,26,318
186.0,99495.2148438,100,26,319
186.5,99527.3925781,100,26,318
187.0,99488.4277344,100,26,320
187.5,99493.5546875,100,26,315
188.0,99500.0976562,100,26,319
188.5,99501.5869141,100,26,319
189.0,99516.8212891,100,26,320
189.5,99488.8427734,100,26,320
190.0,99514.6484375,100,26,319
190.5,99519.2382812,100,26,319
191.0,99515.4541016,100,26,319
191.5,99496.5576172,100,26,318
192.0,99510.5712891,100,26,318
192.5,99529.2724609,100,26,319
193.0,99527.6855469,100,26,319
193.5,99531.6162109,100,26,321
194.0,99519.7021484,100,26,322
194.5,99512.5976562,100,26,322
195.0,99513.28125,100,26,321
195.5,99497.2900391,100,26,318
196.0,99506.2011719,100,26,321
196.5,99504.9804688,100,26,319
197.0,99516.8212891,100,26,323
197.5,99521.4355469,100,26,319
198.0,99529.5654297,100,26,320
198.5,99525.3662109,100,26,317
199.0,99523.0712891,100,26,320
199.5,99523.6083984,100,26,319
200.0,99503.1005859,100,26,322
200.5,99522.2412109,100,26,319
201.0,99498.7304688,100,26,320
201.5,99530.3955078,100,26,323
202.0,99524.2919922,100,26,318
202.5,99528.515625,100,26,317
203.0,99533.3984375,100,26,321
203.5,99528.6132812,100,26,319
204.0,99521.7285156,100,26,323
204.5,99522.6318359,100,26,323
205.0,99540.1855469,100,26,319
205.5,99540.4296875,100,26,320
206.0,99512.0849609,100,26,326
206.5,99514.9414062,100,26,317
207.0,99561.4746094,100,26,319
207.5,99536.2060547,100,26,321
208.0,99522.2412109,100,26,321
208.5,99538.0126953,100,26,322
209.0,99527.5390625,100,26,321
209.5,99546.1669922,100,26,320
210.0,99539.3798828,100,26,318
210.5,99528.7841797,100,26,319
211.0,99545.8984375,100,26,319
211.5,99533.4960938,100,26,320
212.0,99542.8955078,100,26,320
212.5,99539.6240234,100,26,319
213.0,99533.6914062,100,26,321
213.5,99544.4091797,100,26,320
214.0,99521.4599609,100,26,321
214.5,99501.3671875,100,26,322
215.0,99512.2314453,100,26,319
215.5,99517.0898438,100,26,321
216.0,99536.6699219,100,26,320
216.5,99527.9541016,100,26,315
217.0,99555.3710938,100,26,321
217.5,99551.3183594,100,26,318
218.0,99545.6054688,100,26,324
218.5,99540.4785156,100,26,321
219.0,99530.2490234,100,26,318
219.5,99529.7363281,100,26,316
220.0,99555.5175781,100,26,321
220.5,99529.6142578,100,26,320
221.0,99508.9599609,100,26,323
221.5,99536.6699219,100,26,321
222.0,99546.8505859,100,26,322
222.5,99525.2441406,100,26,318
223.0,99549.5605469,100,26,316
223.5,99550.4882812,100,26,320
224.0,99533.6425781,100,26,319
224.5,99535.9375,100,26,316
225.0,99544.2382812,100,26,317
225.5,99520.8984375,100,26,319
226.0,99560.2539062,100,26,320
226.5,99531.2255859,100,26,320
227.0,99529.0283203,100,26,317
227.5,99516.8212891,100,26,319
228.0,99537.8662109,100,26,317
228.5,99535.6933594,100,26,316
229.0,99521.9482422,100,26,318
229.5,99511.1083984,100,26,319
230.0,99523.5595703,100,26,323
230.5,99532.5927734,100,26,319
231.0,99542.9931641,100,26,320
231.5,99552.1240234,100,26,320
232.0,99537.1826172,100,26,318
232.5,99547.7539062,100,26,320
233.0,99547.4853516,100,26,318
233.5,99517.9931641,100,26,316
234.0,99548.8769531,100,26,319
234.5,99531.8603516,100,26,320
235.0,99522.3632812,100,26,319
235.5,99549.6337891,100,26,319
236.0,99537.5732422,100,26,317
236.5,99540.5517578,100,26,317
237.0,99555.7617188,100,26,319
237.5,99536.9873047,100,26,322
238.0,99520.0683594,100,26,316
238.5,99549.1210938,100,26,318
239.0,99523.4130859,100,26,318
239.5,99542.4316406,100,26,316
240.0,99514.9902344,100,26,318
240.5,99528.8574219,100,26,316
241.0,99532.1044922,100,26,316
241.5,99507.1289062,100,26,318
242.0,99507.1289062,100,26,318
242.5,99536.0595703,100,26,315
243.0,99518.5302734,100,26,316
243.5,99555.6152344,100,26,317
244.0,99551.2451172,100,26,319
244.5,99520.9716797,100,26,319
245.0,99511.0595703,100,26,319
245.5,99517.7001953,100,26,317
246.0,99525.1464844,100,26,318
246.5,99522.4365234,100,26,316
247.0,99533.3007812,100,26,315
247.5,99515.9423828,100,26,314
248.0,99525.0488281,100,26,320
248.5,99519.8730469,100,26,316
249.0,99537.3779297,100,26,316
249.5,99527.34375,100,26,321
250.0,99524.0966797,100,26,315
250.5,99518.6279297,100,26,318
251.0,99535.3027344,100,26,315
251.5,99531.9335938,100,26,317
252.0,99514.1845703,100,26,319
252.5,99519.0185547,100,26,319
253.0,99507.4951172,100,26,316
253.5,99527.4658203,100,26,314
254.0,99536.4257812,100,26,312
254.5,99517.6513672,100,26,314
255.0,99511.3037109,100,26,318
255.5,99521.6308594,100,26,318
256.0,99510.3515625,100,26,318
256.5,99521.6308594,100,26,315
257.0,99530.4199219,100,26,320
257.5,99524.0478516,100,26,318
258.0,99527.5878906,100,26,316
258.5,99528.4179688,100,26,319
259.0,99521.6308594,100,26,314
259.5,99519.1650391,100,26,317
260.0,99507.2265625,100,26,316
260.5,99519.3115234,100,26,318
261.0,99527.2949219,100,26,318
261.5,99511.9628906,100,26,314
262.0,99522.6806641,100,26,314
262.5,99536.7919922,100,26,316
263.0,99506.1035156,100,26,312
263.5,99512.890625,100,26,313
264.0,99493.0664062,100,26,317
264.5,99519.2871094,100,26,317
265.0,99517.7978516,100,26,318
265.5,99510.3027344,100,26,315
266.0,99526.1962891,100,26,316
266.5,99507.5927734,100,26,317
267.0,99504.7607422,100,26,316
267.5,99510.0341797,100,26,315
268.0,99527.7099609,100,26,315
268.5,99506.0791016,100,26,318
269.0,99504.0527344,100,26,318
269.5,99501.7822266,100,26,316
270.0,99506.2011719,100,26,316
270.5,99507.7148438,100,26,317
271.0,99519.6533203,100,26,315
271.5,99503.4912109,100,26,317
272.0,99497.5341797,100,26,320
272.5,99489.7949219,100,26,315
273.0,99496.1669922,100,26,321
273.5,99510.0341797,100,26,315
274.0,99499.5361328,100,26,315
274.5,99502.7832031,100,26,317
275.0,99516.1132812,100,26,319
275.5,99503.4912109,100,26,318
276.0,99501.8554688,100,26,316
276.5,99482.9589844,100,26,317
277.0,99477.4169922,100,26,318
277.5,99482.9589844,100,26,315
278.0,99487.5488281,100,26,317
278.5,99521.2646484,100,26,317
279.0,99462.5976562,100,26,314
279.5,99491.7724609,100,26,316
280.0,99492.9931641,100,26,314
280.5,99484.0332031,100,26,315
281.0,99486.4501953,100,26,316
281.5,99501.8554688,100,26,318
282.0,99490.9423828,100,26,316
282.5,99481.7382812,100,26,316
283.0,99485.6445312,100,26,317
283.5,99515.7958984,100,26,313
284.0,99462.1582031,100,26,317
284.5,99473.4130859,100,26,315
285.0,99493.3837891,100,26,314
285.5,99452.5146484,100,26,315
286.0,99492.1142578,100,26,315
286.5,99482.9345703,100,26,316
287.0,99465.9912109,100,26,312
287.5,99501.0009766,100,26,315
288.0,99466.6259766,100,26,314
288.5,99478.8574219,100,26,319
289.0,99485.2294922,100,26,316
289.5,99472.7294922,100,26,316
290.0,99490.7714844,100,26,316
290.5,99478.0273438,100,26,316
291.0,99483.59375,100,26,315
291.5,99489.0136719,100,26,317
292.0,99484.9365234,100,26,314
292.5,99449.9023438,100,26,312
293.0,99471.0693359,100,26,317
293.5,99474.3408203,100,26,314
294.0,99455.7373047,100,26,319
294.5,99474.3408203,100,26,311
295.0,99467.5537109,100,26,318
295.5,99459.6923828,100,26,317
296.0,99477.4414062,100,26,318
296.5,99464.4042969,100,26,312
297.0,99467.5537109,100,26,318
297.5,99474.0478516,100,26,319
298.0,99457.0556641,100,26,313
298.5,99456.2744141,100,26,313
299.0,99458.8378906,100,26,315
299.5,99467.8955078,100,26,315
300.0,99437.4023438,100,26,317
300.5,99429.3701172,100,26,315
301.0,99448.8037109,100,26,315
301.5,99446.1914062,100,26,315
302.0,99464.2578125,100,26,314
302.5,99462.890625,100,26,315
303.0,99452.4414062,100,26,316
303.5,99463.4521484,100,26,312
304.0,99449.0478516,100,26,318
304.5,99445.2636719,100,26,316
305.0,99482.0068359,100,26,315
305.5,99463.1591797,100,26,315
306.0,99432.7636719,100,26,310
306.5,99441.6992188,100,26,315
307.0,99456.3720703,100,26,316
307.5,99429.1748047,99,26,315
308.0,99436.2548828,99,26,316
308.5,99451.0742188,99,26,315
309.0,99435.5957031,99,26,316
309.5,99455.5419922,99,26,317
310.0,99419.4335938,99,26,315
310.5,99433.1542969,99,26,314
311.0,99449.9511719,99,26,314
311.5,99448.4619141,99,26,315
312.0,99434.6191406,99,26,316
312.5,99428.6621094,99,26,313
313.0,99457.2753906,99,26,316
313.5,99453.7597656,99,26,313
314.0,99439.3554688,99,26,310
314.5,99444.6289062,99,26,313
315.0,99433.6425781,99,26,314
315.5,99444.8974609,99,26,315
316.0,99420.1904297,99,26,315
316.5,99414.6728516,99,26,314
317.0,99424.9511719,99,26,315
317.5,99443.2373047,99,26,318
318.0,99435.2783203,99,26,313
318.5,99423.4375,99,26,315
319.0,99435.1074219,99,26,310
319.5,99429.3945312,99,26,314
320.0,99418.6767578,99,26,315
320.5,99405.6640625,99,26,315
321.0,99414.8925781,99,26,315
321.5,99425.8544922,99,26,316
322.0,99428.7109375,99,26,314
322.5,99415.4296875,99,26,311
323.0,99399.9511719,99,26,316
323.5,99418.1396484,99,26,313
324.0,99405.6396484,99,26,313
324.5,99447.7050781,99,26,315
325.0,99421.6552734,99,26,314
325.5,99410.7910156,99,26,313
326.0,99419.1894531,99,26,315
326.5,99406.5673828,99,26,317
327.0,99429.2480469,99,26,312
327.5,99418.6279297,99,26,315
328.0,99400.8544922,99,26,315
328.5,99406.5673828,99,26,314
329.0,99429.4921875,99,26,314
329.5,99420.2880859,99,26,316
330.0,99411.4501953,99,26,312
330.5,99389.4287109,99,26,316
331.0,99397.8759766,99,26,313
331.5,99414.8193359,99,26,312
332.0,99399.7802734,99,26,315
332.5,99400.1708984,99,26,313
333.0,99402.0507812,99,26,316
333.5,99400.9521484,99,26,317
334.0,99388.7451172,99,26,315
334.5,99389.6972656,99,26,314
335.0,99405.0292969,99,26,309
335.5,99416.9433594,99,26,317
336.0,99381.4208984,99,26,316
336.5,99410.4492188,99,26,312
337.0,99404.1015625,99,26,313
337.5,99381.1279297,99,26,316
338.0,99356.8359375,99,26,314
338.5,99398.9013672,99,26,315
339.0,99394.3115234,99,26,312
339.5,99380.9082031,99,26,315
340.0,99389.1113281,99,26,315
340.5,99372.8515625,99,26,313
341.0,99388.3056641,99,26,311
341.5,99390.2099609,99,26,317
342.0,99390.7714844,99,26,316
342.5,99378.0029297,99,26,318
343.0,99388.1835938,99,26,318
343.5,99372.4365234,99,26,314
344.0,99382.4707031,99,26,310
344.5,99400.5126953,99,26,317
345.0,99368.0664062,99,26,310
345.5,99376.6357422,99,26,313
346.0,99359.6923828,99,26,314
346.5,99380.1757812,99,26,315
347.0,99380.7128906,99,26,316
347.5,99392.4804688,99,26,314
348.0,99371.2646484,99,26,312
348.5,99346.8505859,99,26,313
349.0,99363.8671875,99,26,316
349.5,99367.5048828,99,26,314
350.0,99376.8798828,99,26,313
350.5,99352.0263672,99,26,316
351.0,99382.5683594,99,26,311
351.5,99358.6669922,99,26,312
352.0,99367.7734375,99,26,317
352.5,99377.6611328,99,26,313
353.0,99357.1777344,99,26,314
353.5,99352.4169922,99,26,311
354.0,99374.5605469,99,26,316
354.5,99373.7304688,99,26,314
355.0,99355.8105469,99,26,315
355.5,99359.3505859,99,26,316
356.0,99357.8369141,99,26,314
356.5,99366.1376953,99,26,314
357.0,99336.6699219,99,26,315
357.5,99373.5839844,99,26,313
358.0,99337.2070312,99,26,313
358.5,99347.6806641,99,26,316
359.0,99353.1005859,99,26,317
359.5,99361.0595703,99,26,318
360.0,99372.4853516,99,26,315
360.5,99371.6796875,99,26,316
361.0,99373.2666016,99,26,312
361.5,99352.2705078,99,26,311
362.0,99370.1904297,99,26,317
362.5,99355.5419922,99,26,314
363.0,99361.8896484,99,26,313
363.5,99334.8876953,99,26,314
364.0,99345.4833984,99,26,317
364.5,99347.5097656,99,26,316
365.0,99337.3046875,99,26,315
365.5,99351.5625,99,26,315
366.0,99329.4677734,99,26,319
366.5,99337.3046875,99,26,313
367.0,99328.2226562,99,26,316
367.5,99356.7138672,99,26,314
368.0,99329.8339844,99,26,315
368.5,99346.5332031,99,26,317
369.0,99342.9931641,99,26,315
369.5,99342.3339844,99,26,312
370.0,99326.4160156,99,26,313
370.5,99323.046875,99,26,315
371.0,99336.328125,99,26,316
371.5,99325.9033203,99,26,314
372.0,99333.6181641,99,26,314
372.5,99327.6367188,99,26,312
373.0,99342.4316406,99,26,313
373.5,99323.8525391,99,26,311
374.0,99312.8662109,99,26,312
374.5,99320.4345703,99,26,315
375.0,99320.3125,99,26,311
375.5,99323.9746094,99,26,315
376.0,99320.4345703,99,26,312
376.5,99317.8710938,99,26,313
377.0,99317.1875,99,26,314
377.5,99326.9287109,99,26,314
378.0,99300.78125,99,26,312
378.5,99301.7089844,99,26,313
379.0,99320.0439453,99,26,314
379.5,99296.5576172,99,26,313
380.0,99335.0585938,99,26,314
380.5,99343.9208984,99,26,312
381.0,99319.3359375,99,26,313
381.5,99313.5009766,99,26,318
382.0,99308.3740234,99,26,314
382.5,99303.2958984,99,26,316
383.0,99306.5429688,99,26,316
383.5,99312.7929688,99,26,310
384.0,99319.9951172,99,26,319
384.5,99311.2060547,99,26,315
385.0,99302.4658203,99,26,314
385.5,99288.1103516,99,26,314
386.0,99306.5429688,99,26,313
386.5,99307.5195312,99,26,310
387.0,99290.5273438,99,26,315
387.5,99307.8613281,99,26,314
388.0,99290.2587891,99,26,314
388.5,99300.5615234,99,26,313
389.0,99283.3496094,99,26,317
389.5,99283.2275391,99,26,317
390.0,99280.3466797,99,26,313
390.5,99310.6201172,99,26,314
391.0,99273.4375,99,26,314
391.5,99309.1064453,99,26,315
392.0,99287.5244141,99,26,314
392.5,99283.8867188,99,26,313
393.0,99296.3378906,99,26,314
393.5,99282.6416016,99,26,315
394.0,99281.7138672,99,26,312
394.5,99291.6015625,99,26,313
395.0,99292.7001953,99,26,315
395.5,99300.8300781,99,26,315
396.0,99270.9960938,99,26,316
396.5,99265.1123047,99,26,314
397.0,99266.6259766,99,26,315
397.5,99268.5302734,99,26,316
398.0,99261.71875,99,26,316
398.5,99260.4003906,99,26,317
399.0,99270.5322266,99,26,311
399.5,99266.4550781,99,26,314
400.0,99272.8515625,99,26,313
400.5,99292.3828125,99,26,315
401.0,99272.7050781,99,26,314
401.5,99286.5234375,99,26,313
402.0,99257.9345703,99,26,314
402.5,99260.4736328,99,26,314
403.0,99266.8701172,99,26,318
403.5,99254.9316406,99,26,318
404.0,99264.0136719,99,26,310
404.5,99283.2763672,99,26,313
405.0,99251.8066406,99,26,316
405.5,99265.5029297,99,26,312
406.0,99251.953125,99,26,315
406.5,99270.2636719,99,26,315
407.0,99277.7099609,99,26,315
407.5,99277.2949219,99,26,314
408.0,99260.2050781,99,26,314
408.5,99266.4550781,99,26,314
409.0,99247.3144531,99,26,313
409.5,99264.8193359,99,26,314
410.0,99234.1552734,99,26,314
