Time(s),Pressure(pa),Humidity(RH%),Temperature(C),Gas(NoUnitYet)
38.5,97951.1474609,87,25,315
39.0,97909.4482422,87,25,315
39.5,97952.9052734,87,25,317
40.0,97928.1005859,87,25,316
40.5,97948.3154297,87,25,319
41.0,97948.6083984,87,25,317
41.5,97940.7470703,87,25,315
42.0,97954.7119141,87,25,318
42.5,97948.6083984,87,25,315
43.0,97945.2392578,87,25,317
43.5,97953.1982422,87,25,314
44.0,97955.5175781,87,25,314
44.5,97935.4248047,87,25,315
45.0,97946.7041016,87,25,315
45.5,97959.2041016,87,25,316
46.0,97970.1660156,87,25,315
46.5,97936.8164062,87,25,318
47.0,97948.3154297,87,25,317
47.5,97952.9296875,87,25,318
48.0,97948.4863281,87,25,312
48.5,97941.8457031,87,25,316
49.0,97934.2529297,87,25,313
49.5,97941.6015625,87,25,315
50.0,97941.1865234,87,25,317
50.5,97944.0185547,88,25,317
51.0,97942.1386719,88,25,315
51.5,97945.0927734,88,25,313
52.0,97932.2509766,88,25,313
52.5,97924.2675781,88,25,315
53.0,97934.8144531,88,25,317
53.5,97957.5683594,88,25,313
54.0,97926.8310547,88,25,315
54.5,97944.1650391,88,25,317
55.0,97958.5205078,88,25,314
55.5,97966.8212891,88,25,315
56.0,97935.8886719,88,25,319
56.5,97920.3125,88,25,317
57.0,97963.8427734,88,25,317
57.5,97938.6230469,88,25,317
58.0,97942.5537109,88,25,315
58.5,97913.3056641,88,25,317
59.0,97952.7587891,88,25,311
59.5,97943.7988281,88,25,315
60.0,97955.46875,88,25,317
60.5,97948.9501953,88,25,314
61.0,97946.5087891,88,25,319
61.5,97954.3701172,88,25,315
62.0,97946.9238281,88,25,319
62.5,97934.5947266,88,25,313
63.0,97925.0976562,88,25,314
63.5,97963.9892578,88,25,314
64.0,97937.7197266,88,25,315
64.5,97927.0019531,88,25,316
65.0,97962.7685547,88,25,315
65.5,98143.3837891,88,25,317
66.0,98856.1767578,88,25,315
66.5,98989.6484375,88,25,316
67.0,99028.5644531,88,25,315
67.5,99068.2861328,88,25,313
68.0,99087.3046875,88,25,318
68.5,99115.5273438,88,25,317
69.0,99117.4316406,88,25,321
69.5,99137.6464844,89,26,321
70.0,99127.3925781,89,26,325
70.5,99133.6425781,89,26,324
71.0,99114.1601562,89,26,324
71.5,99079.0283203,89,26,326
72.0,99076.7822266,89,26,327
72.5,99061.7431641,90,26,328
73.0,99051.171875,90,26,333
73.5,99076.1230469,90,26,330
74.0,99022.4853516,90,26,332
74.5,99087.7197266,91,26,331
75.0,99012.7685547,91,26,334
75.5,98967.8955078,91,26,331
76.0,98964.0869141,92,26,332
76.5,99005.7373047,92,26,334
77.0,99020.1660156,92,26,335
77.5,98984.0820312,92,26,336
78.0,98922.3876953,93,26,334
78.5,98935.1318359,93,26,332
79.0,98938.0126953,93,26,335
79.5,98947.6806641,94,26,331
80.0,98949.4140625,94,26,333
80.5,98930.0292969,94,26,333
81.0,98958.2519531,95,26,334
81.5,98952.3193359,95,26,331
82.0,99065.3076172,95,26,331
82.5,99028.7353516,96,26,337
83.0,99039.3310547,96,26,332
83.5,98962.1582031,96,26,334
84.0,99005.0537109,96,26,332
84.5,98986.6210938,97,26,332
85.0,98990.1611328,97,26,330
85.5,98952.0507812,97,26,328
86.0,98940.9667969,98,26,333
86.5,98988.6230469,98,26,333
87.0,98975.6347656,98,26,329
87.5,98969.2626953,98,26,329
88.0,98924.6337891,99,26,331
88.5,98956.6894531,99,26,333
89.0,98943.1396484,99,26,332
89.5,98906.8847656,99,26,333
90.0,98946.6796875,100,26,332
90.5,98925.78125,100,27,330
91.0,98933.1054688,100,27,334
91.5,98928.2470703,100,27,329
92.0,98951.3183594,100,27,330
92.5,98956.25,100,27,332
93.0,98953.9794922,100,27,325
93.5,98941.8945312,100,27,328
94.0,98926.0253906,100,27,330
94.5,98940.8203125,100,27,329
95.0,98931.6162109,100,27,331
95.5,98944.7021484,100,27,330
96.0,98965.0878906,100,27,327
96.5,98934.3017578,100,27,329
97.0,98987.8662109,100,27,329
97.5,98950.0244141,100,27,331
98.0,98949.0722656,100,27,330
98.5,98992.7490234,100,27,328
99.0,99001.7333984,100,27,334
99.5,99003.3447266,100,27,329
100.0,99005.5419922,100,27,330
100.5,99020.8007812,100,27,326
101.0,99040.9179688,100,27,332
101.5,99051.6113281,100,27,329
102.0,99065.3564453,100,27,326
102.5,99055.5908203,100,27,333
103.0,99095.703125,100,27,327
103.5,99122.9248047,100,27,326
104.0,99104.1015625,100,27,328
104.5,99108.984375,100,27,328
105.0,99144.2382812,100,27,329
105.5,99168.6279297,100,27,332
106.0,99174.2431641,100,27,328
106.5,99157.9101562,100,27,326
107.0,99161.7431641,100,27,325
107.5,99180.5908203,100,27,324
108.0,99180.5908203,100,27,326
108.5,99211.4746094,100,27,328
109.0,99232.7636719,100,27,328
109.5,99206.25,100,27,330
110.0,99234.8876953,100,27,327
110.5,99253.5400391,100,27,324
111.0,99294.9951172,100,27,329
111.5,99280.5908203,100,27,326
112.0,99286.3037109,100,27,326
112.5,99308.1298828,100,27,330
113.0,99299.9755859,100,27,328
113.5,99312.2802734,100,27,326
114.0,99333.9599609,100,27,326
114.5,99342.8710938,100,27,325
115.0,99330.9082031,100,27,324
115.5,99353.3691406,100,27,325
116.0,99370.1660156,100,27,327
116.5,99358.3740234,100,27,327
117.0,99404.1503906,100,27,325
117.5,99410.1806641,100,28,323
118.0,99407.0800781,100,28,325
118.5,99439.2822266,100,28,326
119.0,99433.4716797,100,28,325
119.5,99444.0917969,100,28,326
120.0,99464.8193359,100,28,323
120.5,99453.5644531,100,28,322
121.0,99461.8896484,100,28,323
121.5,99493.2373047,100,28,326
122.0,99516.3330078,100,28,322
122.5,99489.6972656,100,28,325
123.0,99489.1113281,100,28,323
123.5,99526.8554688,100,28,325
124.0,99507.8125,100,28,325
124.5,99480.9326172,100,28,323
125.0,99463.2568359,100,28,324
125.5,99486.1083984,100,28,321
126.0,99493.9208984,100,28,324
126.5,99492.0898438,100,28,327
127.0,99473.9257812,100,28,328
127.5,99431.9335938,100,28,327
128.0,99426.0498047,100,28,322
128.5,99431.7382812,100,28,326
129.0,99401.171875,100,28,325
129.5,99407.5195312,100,27,322
130.0,99393.6279297,100,27,325
130.5,99391.6992188,100,27,321
131.0,99385.6689453,100,27,322
131.5,99400.1953125,100,27,324
132.0,99387.0117188,100,27,319
132.5,99376.9042969,100,27,320
133.0,99374.609375,100,27,315
133.5,99381.7871094,100,27,312
134.0,99395.2636719,100,27,315
134.5,99366.5771484,100,27,313
135.0,99366.2841797,100,27,315
135.5,99378.7597656,100,27,314
136.0,99377.8076172,100,27,315
136.5,99394.6533203,100,27,314
137.0,99362.6953125,100,27,316
137.5,99374.6337891,100,27,313
138.0,99377.6611328,100,27,313
138.5,99382.5683594,100,27,315
139.0,99381.7382812,100,27,314
139.5,99363.4765625,100,27,315
140.0,99395.2880859,100,27,314
140.5,99353.125,100,27,315
141.0,99339.1113281,100,27,316
141.5,99350.0,100,27,318
142.0,99386.6943359,100,27,314
142.5,99380.9814453,100,27,315
143.0,99352.2216797,100,27,318
143.5,99337.9882812,100,27,315
144.0,99342.7001953,100,27,319
144.5,99351.8554688,100,27,317
145.0,99349.9023438,100,27,320
145.5,99339.2578125,100,27,313
146.0,99350.3173828,100,27,319
146.5,99353.5400391,100,27,318
147.0,99367.7001953,100,27,318
147.5,99347.6806641,100,27,316
148.0,99335.9863281,100,27,320
148.5,99346.3134766,100,27,322
149.0,99343.1884766,100,27,319
149.5,99335.4492188,100,27,316
150.0,99340.1367188,100,27,318
150.5,99319.1894531,100,27,317
151.0,99345.7275391,100,27,317
151.5,99352.5390625,100,27,319
152.0,99348.1689453,100,27,321
152.5,99328.4423828,100,27,319
153.0,99328.8330078,100,27,319
153.5,99350.2197266,100,27,318
154.0,99346.6308594,100,27,322
154.5,99343.4082031,100,27,319
155.0,99322.8271484,100,27,321
155.5,99350.6835938,100,27,317
156.0,99306.7626953,100,27,318
156.5,99354.3457031,100,27,320
157.0,99308.5205078,100,27,323
157.5,99340.8691406,100,27,321
158.0,99329.5898438,100,27,319
158.5,99319.2626953,100,27,318
159.0,99310.4248047,100,27,323
159.5,99315.4296875,100,27,320
160.0,99310.1074219,100,27,321
160.5,99327.5390625,100,27,325
161.0,99313.2324219,100,27,319
161.5,99316.8701172,100,27,322
162.0,99299.8535156,100,27,318
162.5,99317.7001953,100,27,322
163.0,99344.5068359,100,27,320
163.5,99321.09375,100,27,324
164.0,99333.7402344,100,27,321
164.5,99330.859375,100,27,318
165.0,99333.5693359,100,27,322
165.5,99313.3056641,100,27,322
166.0,99305.8349609,100,27,319
166.5,99305.1269531,100,27,320
167.0,99329.6142578,100,27,319
167.5,99317.2363281,100,27,318
168.0,99309.3505859,100,27,321
168.5,99308.1298828,100,27,317
169.0,99309.1796875,100,27,318
169.5,99288.1347656,100,27,319
170.0,99315.9667969,100,27,324
170.5,99291.6259766,100,27,318
171.0,99318.4326172,100,27,325
171.5,99298.046875,100,27,317
172.0,99298.6816406,100,27,320
172.5,99301.2939453,100,27,319
173.0,99296.3867188,100,27,317
173.5,99329.0283203,100,27,319
174.0,99295.1416016,100,27,321
174.5,99323.5839844,100,27,323
175.0,99289.3066406,100,27,321
175.5,99292.9443359,100,27,320
176.0,99309.8144531,100,27,320
176.5,99270.2148438,100,27,319
177.0,99296.875,100,27,319
177.5,99262.4755859,100,27,319
178.0,99282.1533203,100,27,320
178.5,99287.8662109,100,27,319
179.0,99287.5976562,100,27,319
179.5,99298.3642578,100,27,319
180.0,99303.90625,100,27,323
180.5,99243.9453125,100,27,321
181.0,99277.6855469,100,27,322
181.5,99298.4863281,100,27,318
182.0,99275.9033203,100,27,323
182.5,99286.2060547,100,27,322
183.0,99253.9794922,100,27,322
183.5,99279.9560547,100,27,319
184.0,99280.4931641,100,27,318
184.5,99268.359375,100,27,320
185.0,99273.2910156,100,27,322
185.5,99285.2294922,100,27,319
186.0,99285.7421875,100,27,320
186.5,99284.375,100,27,318
187.0,99263.3056641,100,27,319
187.5,99280.7373047,100,27,320
188.0,99275.4150391,100,27,317
188.5,99251.0742188,100,27,318
189.0,99266.8212891,100,27,320
189.5,99259.765625,100,27,319
190.0,99259.765625,100,27,319
190.5,99264.9169922,100,27,319
191.0,99254.4433594,100,27,320
191.5,99252.3925781,100,27,321
192.0,99250.0976562,100,27,322
192.5,99243.7011719,100,27,317
193.0,99256.4697266,100,27,320
193.5,99242.7490234,100,27,319
194.0,99249.2675781,100,27,318
194.5,99241.6503906,100,27,320
195.0,99247.7783203,100,27,321
195.5,99255.9082031,100,27,318
196.0,99221.09375,100,27,319
196.5,99221.6308594,100,27,320
197.0,99234.8144531,100,27,317
197.5,99267.4316406,100,27,319
198.0,99242.6757812,100,27,320
198.5,99241.1376953,100,27,319
199.0,99247.65625,100,27,317
199.5,99228.125,100,27,318
200.0,99235.0341797,100,27,319
200.5,99263.3300781,100,27,318
201.0,99217.4804688,100,27,318
201.5,99214.2333984,100,27,316
202.0,99209.2041016,100,27,319
202.5,99215.5761719,100,27,318
203.0,99231.7382812,100,27,319
203.5,99227.5146484,100,27,319
204.0,99237.1826172,100,27,319
204.5,99229.0283203,100,27,317
205.0,99224.1210938,100,27,318
205.5,99206.8603516,100,27,316
206.0,99195.1660156,100,27,317
206.5,99213.8916016,100,27,316
207.0,99211.71875,100,27,319
207.5,99224.1210938,100,27,318
208.0,99212.8417969,100,27,320
208.5,99224.6582031,100,27,317
209.0,99193.5058594,100,27,317
209.5,99211.6210938,100,27,314
210.0,99214.8681641,100,27,320
210.5,99205.46875,100,27,317
211.0,99189.2822266,100,27,314
211.5,99213.0615234,100,27,317
212.0,99192.8222656,100,27,316
212.5,99193.8964844,100,27,317
213.0,99193.359375,100,27,316
213.5,99212.6464844,100,27,315
214.0,99206.1279297,100,27,316
214.5,99199.7558594,100,27,319
215.0,99189.1601562,100,27,317
215.5,99189.1357422,100,27,317
216.0,99206.8115234,100,27,316
216.5,99211.8164062,100,27,319
217.0,99192.7978516,100,27,318
217.5,99209.1064453,100,27,317
218.0,99183.8134766,100,27,319
218.5,99195.2392578,100,27,319
219.0,99199.3164062,100,27,320
219.5,99189.5263672,100,27,318
220.0,99198.9013672,100,27,319
220.5,99210.2783203,100,27,314
221.0,99195.4833984,100,27,319
221.5,99179.0283203,100,27,315
222.0,99177.4169922,100,27,316
222.5,99196.9726562,100,27,317
223.0,99179.7119141,100,27,316
223.5,99173.5595703,100,27,316
224.0,99179.0039062,100,27,312
224.5,99177.3681641,100,27,319
225.0,99192.3339844,100,27,317
225.5,99173.6816406,100,27,317
226.0,99198.5595703,100,27,316
226.5,99164.3066406,100,27,315
227.0,99146.7773438,100,27,314
227.5,99166.7480469,100,27,318
228.0,99161.3037109,100,27,314
228.5,99162.5244141,100,27,314
229.0,99174.4873047,100,27,312
229.5,99179.1015625,100,27,317
230.0,99199.3652344,100,27,319
230.5,99150.1708984,100,27,320
231.0,99187.2558594,100,27,315
231.5,99183.4228516,100,27,317
232.0,99162.6464844,100,27,317
232.5,99183.3251953,100,27,313
233.0,99163.0371094,100,27,313
233.5,99186.5722656,100,27,317
234.0,99158.4228516,100,27,320
234.5,99154.4921875,100,27,315
235.0,99164.6728516,100,27,316
235.5,99186.4013672,100,27,316
236.0,99133.6914062,100,27,317
236.5,99146.7041016,100,27,313
237.0,99152.7099609,100,27,317
237.5,99156.7626953,100,27,317
238.0,99144.4091797,100,27,312
238.5,99131.6650391,100,27,316
239.0,99167.7490234,100,27,317
239.5,99132.421875,100,27,317
240.0,99150.6591797,100,27,315
240.5,99136.6210938,100,27,318
241.0,99143.8476562,100,27,318
241.5,99134.5947266,100,27,317
242.0,99155.4931641,100,27,315
242.5,99140.8447266,100,27,316
243.0,99159.7167969,100,27,317
243.5,99119.7509766,100,27,316
244.0,99124.8046875,100,27,315
244.5,99116.7480469,100,27,319
245.0,99118.0175781,100,27,315
245.5,99131.4453125,100,27,318
246.0,99140.4296875,100,27,318
246.5,99144.2138672,100,27,313
247.0,99121.8017578,100,27,315
247.5,99141.0888672,100,27,314
248.0,99134.9609375,100,27,312
248.5,99139.7216797,100,27,316
249.0,99153.7109375,100,27,317
249.5,99133.4716797,100,27,316
250.0,99118.5058594,100,27,319
250.5,99135.6445312,100,27,315
251.0,99121.6308594,100,27,315
251.5,99122.0458984,100,27,314
252.0,99118.6279297,100,27,318
252.5,99105.0537109,100,27,317
253.0,99121.7529297,100,27,320
253.5,99133.8134766,100,27,315
254.0,99135.0585938,100,27,315
254.5,99117.3828125,100,27,316
255.0,99126.9042969,100,27,316
255.5,99119.1650391,100,27,314
256.0,99102.7099609,100,27,316
256.5,99143.3349609,100,27,318
